Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Screen_Passes,Short_Passes,Medium_Passes,Long_Passes,Deep_Passes,Third_Down_Passes,Accuracy,Timing,Sense_Rush,Read_Defense,Two_Minute_Offense,Run_Frequency,Kick_Holding,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Screen_PassesZ,Short_PassesZ,Medium_PassesZ,Long_PassesZ,Deep_PassesZ,Third_Down_PassesZ,AccuracyZ,TimingZ,Sense_RushZ,Read_DefenseZ,Two_Minute_OffenseZ,Run_FrequencyZ,Kick_HoldingZ,PeakCur,PeakCurZ,Ability,Draftable
39,14,112,77,762,453,22,52,0,4,39,17,23,3,12,23,56,9,38,61,44,1.52565880721221,2.05479452054795,1.56405990016639,0.607329842931937,0.988142292490119,1.72185430463576,0.22,0.65,0.00,0.04,0.39,0.17,0.23,0.03,0.12,0.23,0.56,0.09,0.38,0.61,0.44,34,0.34,2,0
28,6,107,61,811,493,13,28,0,0,24,0,13,33,0,18,23,14,15,6,51,0,-1.59817351598174,0.732113144758736,-1.06806282722513,-0.948616600790511,-0.927152317880793,0.13,0.35,0.00,0.00,0.24,0.00,0.13,0.33,0.00,0.18,0.23,0.14,0.15,0.06,0.51,7,0.07,0,0
28,8,97,70,813,477,42,35,7,21,0,14,0,41,39,0,16,0,0,51,25,0,-0.684931506849315,-0.931780366056571,-0.12565445026178,-1.02766798418973,0.132450331125831,0.42,0.44,0.07,0.21,0.00,0.14,0.00,0.41,0.39,0.00,0.16,0.00,0.00,0.51,0.25,24,0.24,1,0
53,8,106,90,745,484,1,55,45,28,48,0,13,6,54,61,7,49,49,2,34,3.46740638002774,-0.684931506849315,0.565723793677206,1.96858638743455,1.6600790513834,-0.331125827814568,0.01,0.69,0.45,0.28,0.48,0.00,0.13,0.06,0.54,0.61,0.07,0.49,0.49,0.02,0.34,13,0.13,0,0
28,10,106,68,780,471,27,38,20,11,9,30,21,0,8,28,28,0,49,61,46,0,0.228310502283105,0.565723793677206,-0.335078534031414,0.276679841897234,0.529801324503312,0.27,0.48,0.20,0.11,0.09,0.30,0.21,0.00,0.08,0.28,0.28,0.00,0.49,0.61,0.46,7,0.07,0,0
38,9,118,95,744,438,44,56,26,0,19,8,0,4,18,41,10,2,0,61,42,1.3869625520111,-0.228310502283105,2.56239600665557,2.49214659685864,1.699604743083,2.71523178807947,0.44,0.70,0.26,0.00,0.19,0.08,0.00,0.04,0.18,0.41,0.10,0.02,0.00,0.61,0.42,38,0.38,2,0
28,9,108,73,816,460,4,34,0,0,14,18,0,9,0,58,18,0,0,61,20,0,-0.228310502283105,0.898502495840267,0.18848167539267,-1.14624505928854,1.25827814569537,0.04,0.43,0.00,0.00,0.14,0.18,0.00,0.09,0.00,0.58,0.18,0.00,0.00,0.61,0.20,4,0.04,0,0
24,8,91,73,764,481,33,35,11,28,0,10,8,24,0,51,43,43,0,40,16,-0.554785020804438,-0.684931506849315,-1.93011647254576,0.18848167539267,0.909090909090911,-0.132450331125825,0.33,0.44,0.11,0.28,0.00,0.10,0.08,0.24,0.00,0.51,0.43,0.43,0.00,0.40,0.16,13,0.13,0,0
28,10,107,70,810,467,12,41,19,6,26,28,49,18,0,45,12,3,4,61,3,0,0.228310502283105,0.732113144758736,-0.12565445026178,-0.909090909090907,0.794701986754968,0.12,0.51,0.19,0.06,0.26,0.28,0.49,0.18,0.00,0.45,0.12,0.03,0.04,0.61,0.03,11,0.11,0,0
28,12,94,73,750,472,13,40,55,0,0,31,42,39,32,20,23,0,35,41,36,0,1.14155251141553,-1.43094841930116,0.18848167539267,1.46245059288538,0.463576158940399,0.13,0.50,0.55,0.00,0.00,0.31,0.42,0.39,0.32,0.20,0.23,0.00,0.35,0.41,0.36,6,0.06,0,0
16,8,95,76,804,484,6,23,3,2,0,0,23,23,15,29,19,0,28,21,30,-1.66435506241331,-0.684931506849315,-1.26455906821963,0.50261780104712,-0.671936758893277,-0.331125827814568,0.06,0.29,0.03,0.02,0.00,0.00,0.23,0.23,0.15,0.29,0.19,0.00,0.28,0.21,0.30,7,0.07,0,0
28,10,108,64,780,474,30,40,18,2,8,10,14,10,8,2,24,0,31,50,61,0,0.228310502283105,0.898502495840267,-0.753926701570681,0.276679841897234,0.331125827814568,0.30,0.50,0.18,0.02,0.08,0.10,0.14,0.10,0.08,0.02,0.24,0.00,0.31,0.50,0.61,9,0.09,0,0
25,11,96,74,806,479,12,31,0,21,1,20,28,32,17,50,12,0,23,61,39,-0.416088765603329,0.684931506849315,-1.0981697171381,0.293193717277487,-0.750988142292492,0,0.12,0.39,0.00,0.21,0.01,0.20,0.28,0.32,0.17,0.50,0.12,0.00,0.23,0.61,0.39,5,0.05,0,0
33,10,110,82,775,473,18,45,38,15,20,0,50,36,31,61,18,43,0,46,34,0.693481276005548,0.228310502283105,1.23128119800333,1.13089005235602,0.474308300395257,0.397350993377481,0.18,0.56,0.38,0.15,0.20,0.00,0.50,0.36,0.31,0.61,0.18,0.43,0.00,0.46,0.34,30,0.30,1,0
28,10,105,91,818,492,35,43,0,0,23,29,13,61,42,61,0,15,42,40,61,0,0.228310502283105,0.399334442595675,2.07329842931937,-1.22529644268775,-0.86092715231788,0.35,0.54,0.00,0.00,0.23,0.29,0.13,0.61,0.42,0.61,0.00,0.15,0.42,0.40,0.61,38,0.38,2,0
24,12,106,72,780,470,28,40,20,10,4,59,5,35,0,61,22,0,14,61,0,-0.554785020804438,1.14155251141553,0.565723793677206,0.0837696335078531,0.276679841897234,0.596026490066224,0.28,0.50,0.20,0.10,0.04,0.59,0.05,0.35,0.00,0.61,0.22,0.00,0.14,0.61,0.00,16,0.16,1,0
28,10,104,57,837,511,22,31,0,37,40,41,43,25,7,42,0,26,57,0,60,0,0.228310502283105,0.232945091514144,-1.4869109947644,-1.97628458498023,-2.11920529801325,0.22,0.39,0.00,0.37,0.40,0.41,0.43,0.25,0.07,0.42,0.00,0.26,0.57,0.00,0.60,8,0.08,0,0
31,9,97,62,809,481,34,32,19,1,0,18,19,0,8,8,0,35,0,55,6,0.416088765603329,-0.228310502283105,-0.931780366056571,-0.963350785340314,-0.869565217391303,-0.132450331125825,0.34,0.40,0.19,0.01,0.00,0.18,0.19,0.00,0.08,0.08,0.00,0.35,0.00,0.55,0.06,9,0.09,0,0
17,10,104,81,800,482,24,34,16,49,17,17,19,39,10,61,1,0,28,19,61,-1.52565880721221,0.228310502283105,0.232945091514144,1.0261780104712,-0.513833992094861,-0.198675496688743,0.24,0.43,0.16,0.49,0.17,0.17,0.19,0.39,0.10,0.61,0.01,0.00,0.28,0.19,0.61,10,0.10,0,0
28,6,103,72,840,484,15,27,0,27,15,0,0,0,15,61,0,19,5,19,61,0,-1.59817351598174,0.0665557404326133,0.0837696335078531,-2.09486166007905,-0.331125827814568,0.15,0.34,0.00,0.27,0.15,0.00,0.00,0.00,0.15,0.61,0.00,0.19,0.05,0.19,0.61,3,0.03,0,0
20,11,108,78,810,458,2,36,4,0,34,53,47,61,18,61,5,38,60,61,52,-1.10957004160888,0.684931506849315,0.898502495840267,0.712041884816754,-0.909090909090907,1.39072847682119,0.02,0.45,0.04,0.00,0.34,0.53,0.47,0.61,0.18,0.61,0.05,0.38,0.60,0.61,0.52,7,0.07,0,0
35,10,104,69,795,506,16,41,15,8,42,10,54,33,26,34,3,60,38,4,53,0.970873786407767,0.228310502283105,0.232945091514144,-0.230366492146597,-0.316205533596838,-1.78807947019867,0.16,0.51,0.15,0.08,0.42,0.10,0.54,0.33,0.26,0.34,0.03,0.60,0.38,0.04,0.53,8,0.08,0,0
24,11,95,76,820,461,15,35,11,21,0,58,22,19,25,61,0,42,61,59,28,-0.554785020804438,0.684931506849315,-1.26455906821963,0.50261780104712,-1.30434782608695,1.19205298013245,0.15,0.44,0.11,0.21,0.00,0.58,0.22,0.19,0.25,0.61,0.00,0.42,0.61,0.59,0.28,6,0.06,0,0
28,8,104,69,780,475,16,37,44,0,28,27,57,27,0,60,9,1,8,60,25,0,-0.684931506849315,0.232945091514144,-0.230366492146597,0.276679841897234,0.264900662251656,0.16,0.46,0.44,0.00,0.28,0.27,0.57,0.27,0.00,0.60,0.09,0.01,0.08,0.60,0.25,7,0.07,0,0
24,12,105,80,765,463,12,43,25,53,38,37,49,10,48,60,20,33,0,38,0,-0.554785020804438,1.14155251141553,0.399334442595675,0.921465968586387,0.869565217391303,1.05960264900662,0.12,0.54,0.25,0.53,0.38,0.37,0.49,0.10,0.48,0.60,0.20,0.33,0.00,0.38,0.00,38,0.38,2,0
30,8,93,71,796,470,15,35,9,32,0,27,18,15,26,37,0,28,13,60,20,0.277392510402219,-0.684931506849315,-1.59733777038269,-0.0209424083769636,-0.355731225296442,0.596026490066224,0.15,0.44,0.09,0.32,0.00,0.27,0.18,0.15,0.26,0.37,0.00,0.28,0.13,0.60,0.20,7,0.07,0,0
24,7,99,77,806,464,22,29,0,18,5,9,0,1,44,54,26,5,0,60,0,-0.554785020804438,-1.14155251141553,-0.59900166389351,0.607329842931937,-0.750988142292492,0.993377483443711,0.22,0.36,0.00,0.18,0.05,0.09,0.00,0.01,0.44,0.54,0.26,0.05,0.00,0.60,0.00,8,0.08,0,0
14,7,91,67,780,500,49,24,0,2,0,2,0,0,14,16,24,0,10,0,12,-1.94174757281553,-1.14155251141553,-1.93011647254576,-0.439790575916231,0.276679841897234,-1.39072847682119,0.49,0.30,0.00,0.02,0.00,0.02,0.00,0.00,0.14,0.16,0.24,0.00,0.10,0.00,0.12,10,0.10,0,0
29,11,94,73,772,461,22,43,27,34,0,59,16,45,44,30,34,18,36,60,60,0.13869625520111,0.684931506849315,-1.43094841930116,0.18848167539267,0.592885375494073,1.19205298013245,0.22,0.54,0.27,0.34,0.00,0.59,0.16,0.45,0.44,0.30,0.34,0.18,0.36,0.60,0.60,31,0.31,2,0
21,7,98,68,840,467,5,22,0,30,0,0,23,14,17,34,0,2,5,60,30,-0.970873786407767,-1.14155251141553,-0.765391014975041,-0.335078534031414,-2.09486166007905,0.794701986754968,0.05,0.28,0.00,0.30,0.00,0.00,0.23,0.14,0.17,0.34,0.00,0.02,0.05,0.60,0.30,3,0.03,0,0
32,10,105,71,762,468,40,44,13,4,17,6,22,15,29,16,29,28,11,60,60,0.554785020804438,0.228310502283105,0.399334442595675,-0.0209424083769636,0.988142292490119,0.728476821192055,0.40,0.55,0.13,0.04,0.17,0.06,0.22,0.15,0.29,0.16,0.29,0.28,0.11,0.60,0.60,28,0.28,1,0
25,6,101,71,833,484,11,24,0,0,8,0,0,30,21,30,7,20,10,52,47,-0.416088765603329,-1.59817351598174,-0.266222961730448,-0.0209424083769636,-1.81818181818182,-0.331125827814568,0.11,0.30,0.00,0.00,0.08,0.00,0.00,0.30,0.21,0.30,0.07,0.20,0.10,0.52,0.47,4,0.04,0,0
12,10,107,61,782,480,24,29,25,0,25,14,35,10,27,0,0,0,9,28,60,-2.21914008321775,0.228310502283105,0.732113144758736,-1.06806282722513,0.197628458498023,-0.0662251655629125,0.24,0.36,0.25,0.00,0.25,0.14,0.35,0.10,0.27,0.00,0.00,0.00,0.09,0.28,0.60,7,0.07,0,0
25,12,98,65,774,484,26,38,23,0,11,15,47,36,18,26,31,14,0,4,60,-0.416088765603329,1.14155251141553,-0.765391014975041,-0.649214659685864,0.513833992094861,-0.331125827814568,0.26,0.48,0.23,0.00,0.11,0.15,0.47,0.36,0.18,0.26,0.31,0.14,0.00,0.04,0.60,15,0.15,0,0
30,8,106,60,772,484,17,36,27,38,0,13,24,41,25,0,4,0,23,14,33,0.277392510402219,-0.684931506849315,0.565723793677206,-1.17277486910995,0.592885375494073,-0.331125827814568,0.17,0.45,0.27,0.38,0.00,0.13,0.24,0.41,0.25,0.00,0.04,0.00,0.23,0.14,0.33,10,0.10,0,0
28,6,103,58,813,478,1,25,0,4,9,2,0,0,0,14,17,38,20,60,60,0,-1.59817351598174,0.0665557404326133,-1.38219895287958,-1.02766798418973,0.0662251655629125,0.01,0.31,0.00,0.04,0.09,0.02,0.00,0.00,0.00,0.14,0.17,0.38,0.20,0.60,0.60,2,0.02,0,0
28,7,108,59,780,476,41,38,35,35,39,5,31,20,0,44,19,38,0,60,56,0,-1.14155251141553,0.898502495840267,-1.27748691099476,0.276679841897234,0.198675496688743,0.41,0.48,0.35,0.35,0.39,0.05,0.31,0.20,0.00,0.44,0.19,0.38,0.00,0.60,0.56,13,0.13,0,0
16,6,111,70,813,466,36,30,8,15,36,2,8,26,9,29,7,17,22,60,1,-1.66435506241331,-1.59817351598174,1.39767054908486,-0.12565445026178,-1.02766798418973,0.86092715231788,0.36,0.38,0.08,0.15,0.36,0.02,0.08,0.26,0.09,0.29,0.07,0.17,0.22,0.60,0.01,12,0.12,0,0
18,8,100,59,826,484,21,22,0,21,0,5,4,18,16,2,5,19,39,16,60,-1.3869625520111,-0.684931506849315,-0.432612312811979,-1.27748691099476,-1.54150197628458,-0.331125827814568,0.21,0.28,0.00,0.21,0.00,0.05,0.04,0.18,0.16,0.02,0.05,0.19,0.39,0.16,0.60,6,0.06,0,0
28,10,103,67,799,479,14,34,17,1,8,2,23,0,27,7,5,0,10,60,0,0,0.228310502283105,0.0665557404326133,-0.439790575916231,-0.474308300395257,0,0.14,0.43,0.17,0.01,0.08,0.02,0.23,0.00,0.27,0.07,0.05,0.00,0.10,0.60,0.00,4,0.04,0,0
19,11,91,55,759,493,1,30,34,60,3,56,37,0,14,26,60,57,0,12,60,-1.24826629680999,0.684931506849315,-1.93011647254576,-1.69633507853403,1.10671936758893,-0.927152317880793,0.01,0.38,0.34,0.60,0.03,0.56,0.37,0.00,0.14,0.26,0.60,0.57,0.00,0.12,0.60,3,0.03,0,0
31,8,98,80,802,484,28,35,0,4,6,0,19,0,16,33,0,0,20,24,40,0.416088765603329,-0.684931506849315,-0.765391014975041,0.921465968586387,-0.592885375494069,-0.331125827814568,0.28,0.44,0.00,0.04,0.06,0.00,0.19,0.00,0.16,0.33,0.00,0.00,0.20,0.24,0.40,8,0.08,0,0
27,10,95,93,724,466,15,43,36,5,0,8,26,0,33,60,53,0,29,60,60,-0.13869625520111,0.228310502283105,-1.26455906821963,2.282722513089,2.4901185770751,0.86092715231788,0.15,0.54,0.36,0.05,0.00,0.08,0.26,0.00,0.33,0.60,0.53,0.00,0.29,0.60,0.60,20,0.20,1,0
22,9,101,74,804,484,25,31,6,27,14,23,0,9,20,60,12,14,11,26,25,-0.832177531206657,-0.228310502283105,-0.266222961730448,0.293193717277487,-0.671936758893277,-0.331125827814568,0.25,0.39,0.06,0.27,0.14,0.23,0.00,0.09,0.20,0.60,0.12,0.14,0.11,0.26,0.25,8,0.08,0,0
38,8,92,67,778,484,16,37,5,6,0,29,0,18,14,1,36,0,0,12,60,1.3869625520111,-0.684931506849315,-1.76372712146423,-0.439790575916231,0.355731225296442,-0.331125827814568,0.16,0.46,0.05,0.06,0.00,0.29,0.00,0.18,0.14,0.01,0.36,0.00,0.00,0.12,0.60,7,0.07,0,0
28,6,104,72,840,500,10,24,0,16,14,0,0,1,7,60,0,35,27,23,60,0,-1.59817351598174,0.232945091514144,0.0837696335078531,-2.09486166007905,-1.39072847682119,0.10,0.30,0.00,0.16,0.14,0.00,0.00,0.01,0.07,0.60,0.00,0.35,0.27,0.23,0.60,3,0.03,0,0
28,10,99,68,817,470,6,35,6,39,19,41,19,13,26,29,0,6,18,60,5,0,0.228310502283105,-0.59900166389351,-0.335078534031414,-1.18577075098814,0.596026490066224,0.06,0.44,0.06,0.39,0.19,0.41,0.19,0.13,0.26,0.29,0.00,0.06,0.18,0.60,0.05,6,0.06,0,0
31,10,106,80,815,453,40,41,0,0,9,10,6,38,0,55,0,0,0,60,60,0.416088765603329,0.228310502283105,0.565723793677206,0.921465968586387,-1.10671936758893,1.72185430463576,0.40,0.51,0.00,0.00,0.09,0.10,0.06,0.38,0.00,0.55,0.00,0.00,0.00,0.60,0.60,11,0.11,0,0
33,10,99,60,785,475,19,38,4,23,0,8,30,39,15,0,15,3,14,59,31,0.693481276005548,0.228310502283105,-0.59900166389351,-1.17277486910995,0.0790513833992113,0.264900662251656,0.19,0.48,0.04,0.23,0.00,0.08,0.30,0.39,0.15,0.00,0.15,0.03,0.14,0.59,0.31,16,0.16,1,0
28,10,104,69,827,498,49,36,0,30,26,7,13,0,14,0,0,50,0,16,0,0,0.228310502283105,0.232945091514144,-0.230366492146597,-1.58102766798419,-1.25827814569537,0.49,0.45,0.00,0.30,0.26,0.07,0.13,0.00,0.14,0.00,0.00,0.50,0.00,0.16,0.00,16,0.16,1,0
25,12,102,71,801,488,28,37,11,40,13,47,34,0,28,39,0,14,24,31,17,-0.416088765603329,1.14155251141553,-0.0998336106489175,-0.0209424083769636,-0.553359683794465,-0.596026490066224,0.28,0.46,0.11,0.40,0.13,0.47,0.34,0.00,0.28,0.39,0.00,0.14,0.24,0.31,0.17,8,0.08,0,0
29,8,99,65,774,481,34,36,21,4,0,11,0,8,7,10,42,0,0,60,0,0.13869625520111,-0.684931506849315,-0.59900166389351,-0.649214659685864,0.513833992094861,-0.132450331125825,0.34,0.45,0.21,0.04,0.00,0.11,0.00,0.08,0.07,0.10,0.42,0.00,0.00,0.60,0.00,12,0.12,0,0
28,10,95,68,768,484,26,36,26,21,0,23,29,5,9,30,38,24,24,39,60,0,0.228310502283105,-1.26455906821963,-0.335078534031414,0.750988142292492,-0.331125827814568,0.26,0.45,0.26,0.21,0.00,0.23,0.29,0.05,0.09,0.30,0.38,0.24,0.24,0.39,0.60,8,0.08,0,0
28,12,103,53,779,496,38,37,18,11,9,35,25,7,4,0,10,0,11,1,40,0,1.14155251141553,0.0665557404326133,-1.90575916230367,0.316205533596838,-1.12582781456954,0.38,0.46,0.18,0.11,0.09,0.35,0.25,0.07,0.04,0.00,0.10,0.00,0.11,0.01,0.40,11,0.11,0,0
28,10,100,71,780,497,35,36,22,7,2,16,11,2,9,50,17,6,13,14,30,0,0.228310502283105,-0.432612312811979,-0.0209424083769636,0.276679841897234,-1.19205298013245,0.35,0.45,0.22,0.07,0.02,0.16,0.11,0.02,0.09,0.50,0.17,0.06,0.13,0.14,0.30,9,0.09,0,0
27,12,111,78,753,491,13,48,60,35,24,6,60,25,59,13,0,45,25,0,60,-0.13869625520111,1.14155251141553,1.39767054908486,0.712041884816754,1.34387351778656,-0.794701986754968,0.13,0.60,0.60,0.35,0.24,0.06,0.60,0.25,0.59,0.13,0.00,0.45,0.25,0.00,0.60,25,0.25,1,0
30,10,105,73,762,506,20,44,41,5,46,35,23,9,27,58,14,0,47,0,30,0.277392510402219,0.228310502283105,0.399334442595675,0.18848167539267,0.988142292490119,-1.78807947019867,0.20,0.55,0.41,0.05,0.46,0.35,0.23,0.09,0.27,0.58,0.14,0.00,0.47,0.00,0.30,26,0.26,1,0
33,11,106,80,835,489,37,43,0,41,31,31,36,28,22,60,0,27,22,0,27,0.693481276005548,0.684931506849315,0.565723793677206,0.921465968586387,-1.89723320158103,-0.662251655629137,0.37,0.54,0.00,0.41,0.31,0.31,0.36,0.28,0.22,0.60,0.00,0.27,0.22,0.00,0.27,14,0.14,0,0
14,7,103,69,815,484,26,25,10,14,43,30,2,0,14,60,2,0,26,25,0,-1.94174757281553,-1.14155251141553,0.0665557404326133,-0.230366492146597,-1.10671936758893,-0.331125827814568,0.26,0.31,0.10,0.14,0.43,0.30,0.02,0.00,0.14,0.60,0.02,0.00,0.26,0.25,0.00,7,0.07,0,0
28,8,99,59,763,484,5,35,39,31,0,11,19,19,23,21,31,24,9,9,30,0,-0.684931506849315,-0.59900166389351,-1.27748691099476,0.948616600790515,-0.331125827814568,0.05,0.44,0.39,0.31,0.00,0.11,0.19,0.19,0.23,0.21,0.31,0.24,0.09,0.09,0.30,4,0.04,0,0
29,6,92,59,818,479,41,25,4,25,0,0,3,14,4,0,0,2,0,22,45,0.13869625520111,-1.59817351598174,-1.76372712146423,-1.27748691099476,-1.22529644268775,0,0.41,0.31,0.04,0.25,0.00,0.00,0.03,0.14,0.04,0.00,0.00,0.02,0.00,0.22,0.45,7,0.07,0,0
21,10,97,76,820,479,26,31,6,15,14,44,13,54,0,60,0,29,32,44,0,-0.970873786407767,0.228310502283105,-0.931780366056571,0.50261780104712,-1.30434782608695,0,0.26,0.39,0.06,0.15,0.14,0.44,0.13,0.54,0.00,0.60,0.00,0.29,0.32,0.44,0.00,8,0.08,0,0
19,10,105,75,765,475,27,41,42,22,32,38,0,33,48,60,9,0,42,53,60,-1.24826629680999,0.228310502283105,0.399334442595675,0.397905759162303,0.869565217391303,0.264900662251656,0.27,0.51,0.42,0.22,0.32,0.38,0.00,0.33,0.48,0.60,0.09,0.00,0.42,0.53,0.60,7,0.07,0,0
28,10,109,72,780,499,16,41,10,12,37,28,0,9,28,54,48,12,0,0,42,0,0.228310502283105,1.0648918469218,0.0837696335078531,0.276679841897234,-1.32450331125828,0.16,0.51,0.10,0.12,0.37,0.28,0.00,0.09,0.28,0.54,0.48,0.12,0.00,0.00,0.42,8,0.08,0,0
23,10,107,75,780,460,17,37,13,11,20,6,27,9,27,57,20,0,3,60,49,-0.693481276005548,0.228310502283105,0.732113144758736,0.397905759162303,0.276679841897234,1.25827814569537,0.17,0.46,0.13,0.11,0.20,0.06,0.27,0.09,0.27,0.57,0.20,0.00,0.03,0.60,0.49,10,0.10,0,0
36,12,115,71,762,462,12,54,24,40,60,60,21,20,0,60,20,60,4,27,19,1.10957004160888,1.14155251141553,2.06322795341098,-0.0209424083769636,0.988142292490119,1.12582781456954,0.12,0.68,0.24,0.40,0.60,0.60,0.21,0.20,0.00,0.60,0.20,0.60,0.04,0.27,0.19,13,0.13,0,0
39,10,113,88,783,484,20,52,31,52,44,60,13,28,40,60,0,60,35,0,0,1.52565880721221,0.228310502283105,1.73044925124792,1.75916230366492,0.158102766798419,-0.331125827814568,0.20,0.65,0.31,0.52,0.44,0.60,0.13,0.28,0.40,0.60,0.00,0.60,0.35,0.00,0.00,19,0.19,1,0
28,7,111,88,797,461,39,43,0,4,53,0,0,17,17,60,16,15,18,60,60,0,-1.14155251141553,1.39767054908486,1.75916230366492,-0.395256916996046,1.19205298013245,0.39,0.54,0.00,0.04,0.53,0.00,0.00,0.17,0.17,0.60,0.16,0.15,0.18,0.60,0.60,10,0.10,0,0
28,10,92,62,767,495,7,31,48,9,0,35,0,26,0,7,0,18,0,0,14,0,0.228310502283105,-1.76372712146423,-0.963350785340314,0.790513833992096,-1.05960264900662,0.07,0.39,0.48,0.09,0.00,0.35,0.00,0.26,0.00,0.07,0.00,0.18,0.00,0.00,0.14,6,0.06,0,0
28,8,102,78,807,491,10,34,12,27,7,21,0,0,24,60,25,0,11,21,39,0,-0.684931506849315,-0.0998336106489175,0.712041884816754,-0.790513833992096,-0.794701986754968,0.10,0.43,0.12,0.27,0.07,0.21,0.00,0.00,0.24,0.60,0.25,0.00,0.11,0.21,0.39,4,0.04,0,0
27,7,99,59,791,479,19,29,0,54,0,0,0,17,13,0,30,19,11,47,60,-0.13869625520111,-1.14155251141553,-0.59900166389351,-1.27748691099476,-0.158102766798419,0,0.19,0.36,0.00,0.54,0.00,0.00,0.00,0.17,0.13,0.00,0.30,0.19,0.11,0.47,0.60,10,0.10,0,0
12,10,104,64,827,484,18,25,18,44,55,42,6,8,2,34,0,13,7,60,31,-2.21914008321775,0.228310502283105,0.232945091514144,-0.753926701570681,-1.58102766798419,-0.331125827814568,0.18,0.31,0.18,0.44,0.55,0.42,0.06,0.08,0.02,0.34,0.00,0.13,0.07,0.60,0.31,6,0.06,0,0
44,20,118,71,728,464,16,69,29,44,59,60,60,60,59,28,60,52,60,55,60,2.21914008321775,4.79452054794521,2.56239600665557,-0.0209424083769636,2.33201581027668,0.993377483443711,0.16,0.86,0.29,0.44,0.59,0.60,0.60,0.60,0.59,0.28,0.60,0.52,0.60,0.55,0.60,84,0.84,4,1
28,8,106,67,780,497,28,35,12,20,4,1,1,0,14,15,20,12,19,14,20,0,-0.684931506849315,0.565723793677206,-0.439790575916231,0.276679841897234,-1.19205298013245,0.28,0.44,0.12,0.20,0.04,0.01,0.01,0.00,0.14,0.15,0.20,0.12,0.19,0.14,0.20,6,0.06,0,0
19,9,92,87,777,484,14,30,8,0,0,0,12,0,38,30,14,0,0,58,34,-1.24826629680999,-0.228310502283105,-1.76372712146423,1.6544502617801,0.39525691699605,-0.331125827814568,0.14,0.38,0.08,0.00,0.00,0.00,0.12,0.00,0.38,0.30,0.14,0.00,0.00,0.58,0.34,4,0.04,0,0
21,7,105,59,767,480,33,29,21,0,18,26,0,1,15,5,40,10,12,36,41,-0.970873786407767,-1.14155251141553,0.399334442595675,-1.27748691099476,0.790513833992096,-0.0662251655629125,0.33,0.36,0.21,0.00,0.18,0.26,0.00,0.01,0.15,0.05,0.40,0.10,0.12,0.36,0.41,8,0.08,0,0
25,9,103,76,756,476,12,41,40,52,28,28,29,36,22,55,32,0,40,13,60,-0.416088765603329,-0.228310502283105,0.0665557404326133,0.50261780104712,1.22529644268775,0.198675496688743,0.12,0.51,0.40,0.52,0.28,0.28,0.29,0.36,0.22,0.55,0.32,0.00,0.40,0.13,0.60,6,0.06,0,0
29,12,94,90,772,465,31,48,13,44,0,46,24,44,46,60,46,28,39,31,58,0.13869625520111,1.14155251141553,-1.43094841930116,1.96858638743455,0.592885375494073,0.927152317880793,0.31,0.60,0.13,0.44,0.00,0.46,0.24,0.44,0.46,0.60,0.46,0.28,0.39,0.31,0.58,35,0.35,2,0
32,10,108,87,760,480,31,51,25,54,18,0,48,0,50,60,32,0,0,46,9,0.554785020804438,0.228310502283105,0.898502495840267,1.6544502617801,1.06719367588933,-0.0662251655629125,0.31,0.64,0.25,0.54,0.18,0.00,0.48,0.00,0.50,0.60,0.32,0.00,0.00,0.46,0.09,31,0.31,2,0
38,7,101,79,750,445,1,43,60,60,2,15,0,38,29,60,28,43,22,60,9,1.3869625520111,-1.14155251141553,-0.266222961730448,0.81675392670157,1.46245059288538,2.25165562913907,0.01,0.54,0.60,0.60,0.02,0.15,0.00,0.38,0.29,0.60,0.28,0.43,0.22,0.60,0.09,47,0.47,2,1
36,9,105,81,795,484,40,47,24,36,22,35,19,37,65,48,12,71,30,0,34,1.10957004160888,-0.228310502283105,0.399334442595675,1.0261780104712,-0.316205533596838,-0.331125827814568,0.40,0.59,0.24,0.36,0.22,0.35,0.19,0.37,0.65,0.48,0.12,0.71,0.30,0.00,0.34,30,0.30,1,0
21,6,92,69,801,489,25,23,0,16,0,0,0,20,12,31,23,23,21,5,42,-0.970873786407767,-1.59817351598174,-1.76372712146423,-0.230366492146597,-0.553359683794465,-0.662251655629137,0.25,0.29,0.00,0.16,0.00,0.00,0.00,0.20,0.12,0.31,0.23,0.23,0.21,0.05,0.42,8,0.08,0,0
32,8,95,83,814,472,40,36,18,34,0,3,31,10,19,71,3,29,23,21,6,0.554785020804438,-0.684931506849315,-1.26455906821963,1.23560209424084,-1.06719367588933,0.463576158940399,0.40,0.45,0.18,0.34,0.00,0.03,0.31,0.10,0.19,0.71,0.03,0.29,0.23,0.21,0.06,10,0.10,0,0
28,7,99,79,778,476,43,36,14,0,8,17,0,17,24,37,28,15,21,65,71,0,-1.14155251141553,-0.59900166389351,0.81675392670157,0.355731225296442,0.198675496688743,0.43,0.45,0.14,0.00,0.08,0.17,0.00,0.17,0.24,0.37,0.28,0.15,0.21,0.65,0.71,13,0.13,0,0
