Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Avoid_Drops,Get_Downfield,Route_Running,Third_Down_Receiving,Big_Play_Receiving,Courage,Adjust_to_Ball,Punt_Returns,Kick_Returns,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Avoid_DropsZ,Get_DownfieldZ,Route_RunningZ,Third_Down_ReceivingZ,Big_Play_ReceivingZ,CourageZ,Adjust_to_BallZ,Punt_ReturnsZ,Kick_ReturnsZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
16,10,103,37,758,477,47,26,0,0,0,33,0,31,44,0,0,0,47,-0.715307582260372,0.0323624595469255,-1.03658536585366,-0.331991951710261,-1.64948453608248,-2.01923076923077,0.47,0.33,0.00,0.00,0.00,0.33,0.00,0.31,0.44,0.00,0.00,0.00,0.47,8,0.08,0,0
25,11,110,31,704,460,48,42,0,43,27,14,0,46,28,0,0,11,0,0.572246065808298,0.355987055016181,0.386178861788619,-0.935613682092555,1.1340206185567,-0.384615384615385,0.48,0.53,0.00,0.43,0.27,0.14,0.00,0.46,0.28,0.00,0.00,0.11,0.00,14,0.14,0,0
34,14,114,55,720,451,24,48,50,42,59,34,16,72,40,0,46,12,19,1.85979971387697,1.32686084142395,1.19918699186992,1.47887323943662,0.309278350515462,0.480769230769229,0.24,0.60,0.50,0.42,0.59,0.34,0.16,0.72,0.40,0.00,0.46,0.12,0.19,29,0.29,1,0
13,6,111,35,720,463,10,25,9,27,28,0,20,10,39,0,52,25,1,-1.1444921316166,-1.2621359223301,0.589430894308944,-0.533199195171026,0.309278350515462,-0.673076923076926,0.10,0.31,0.09,0.27,0.28,0.00,0.20,0.10,0.39,0.00,0.52,0.25,0.01,11,0.11,0,0
21,11,104,26,760,480,12,18,5,0,35,12,0,41,4,0,0,0,18,0,0.355987055016181,-0.833333333333332,-1.43863179074447,-1.75257731958763,-2.30769230769231,0.12,0.23,0.05,0.00,0.35,0.12,0.00,0.41,0.04,0.00,0.00,0.00,0.18,7,0.07,0,0
18,12,108,21,712,451,23,32,0,29,14,25,14,52,0,0,0,51,15,-0.429184549356223,0.679611650485437,-0.0203252032520314,-1.94164989939638,0.721649484536081,0.480769230769229,0.23,0.40,0.00,0.29,0.14,0.25,0.14,0.52,0.00,0.00,0.00,0.51,0.15,15,0.15,0,0
20,5,104,47,720,451,44,37,17,18,2,0,25,0,12,0,0,0,0,-0.143061516452074,-1.58576051779935,-0.833333333333332,0.674044265593562,0.309278350515462,0.480769230769229,0.44,0.46,0.17,0.18,0.02,0.00,0.25,0.00,0.12,0.00,0.00,0.00,0.00,13,0.13,0,0
14,5,103,27,706,451,1,26,17,54,13,0,26,0,0,0,0,14,32,-1.00143061516452,-1.58576051779935,-1.03658536585366,-1.33802816901408,1.03092783505155,0.480769230769229,0.01,0.33,0.17,0.54,0.13,0.00,0.26,0.00,0.00,0.00,0.00,0.14,0.32,12,0.12,0,0
21,11,108,26,706,458,17,33,0,28,35,62,11,18,28,0,0,37,0,0,0.355987055016181,-0.0203252032520314,-1.43863179074447,1.03092783505155,-0.192307692307697,0.17,0.41,0.00,0.28,0.35,0.62,0.11,0.18,0.28,0.00,0.00,0.37,0.00,15,0.15,0,0
7,9,105,42,720,451,21,27,9,5,0,0,42,3,11,0,0,0,1,-2.00286123032904,-0.29126213592233,-0.630081300813007,0.17102615694165,0.309278350515462,0.480769230769229,0.21,0.34,0.09,0.05,0.00,0.00,0.42,0.03,0.11,0.00,0.00,0.00,0.01,15,0.15,0,0
18,12,104,42,717,451,18,35,35,32,0,53,23,70,53,0,0,42,7,-0.429184549356223,0.679611650485437,-0.833333333333332,0.17102615694165,0.463917525773195,0.480769230769229,0.18,0.44,0.35,0.32,0.00,0.53,0.23,0.70,0.53,0.00,0.00,0.42,0.07,18,0.18,1,0
23,6,108,48,756,456,26,30,40,0,49,0,14,0,26,0,0,34,1,0.286123032904149,-1.2621359223301,-0.0203252032520314,0.774647887323944,-1.54639175257732,0,0.26,0.38,0.40,0.00,0.49,0.00,0.14,0.00,0.26,0.00,0.00,0.34,0.01,11,0.11,0,0
13,9,112,30,712,448,19,33,10,21,10,63,25,20,0,0,21,4,7,-1.1444921316166,-0.29126213592233,0.792682926829269,-1.03621730382294,0.721649484536081,0.769230769230761,0.19,0.41,0.10,0.21,0.10,0.63,0.25,0.20,0.00,0.00,0.21,0.04,0.07,20,0.20,1,0
18,11,104,20,724,451,54,41,0,4,37,35,28,35,0,0,0,52,36,-0.429184549356223,0.355987055016181,-0.833333333333332,-2.04225352112676,0.103092783505152,0.480769230769229,0.54,0.51,0.00,0.04,0.37,0.35,0.28,0.35,0.00,0.00,0.00,0.52,0.36,36,0.36,2,0
39,10,105,35,703,451,17,41,1,30,24,33,21,49,10,0,0,25,29,2.57510729613734,0.0323624595469255,-0.630081300813007,-0.533199195171026,1.18556701030928,0.480769230769229,0.17,0.51,0.01,0.30,0.24,0.33,0.21,0.49,0.10,0.00,0.00,0.25,0.29,15,0.15,0,0
18,10,109,39,705,445,32,42,25,45,10,0,46,7,0,9,0,0,2,-0.429184549356223,0.0323624595469255,0.182926829268294,-0.130784708249497,1.08247422680412,1.0576923076923,0.32,0.53,0.25,0.45,0.10,0.00,0.46,0.07,0.00,0.09,0.00,0.00,0.02,21,0.21,1,0
24,10,108,30,718,463,7,28,18,30,16,58,0,47,17,0,0,42,46,0.429184549356223,0.0323624595469255,-0.0203252032520314,-1.03621730382294,0.412371134020619,-0.673076923076926,0.07,0.35,0.18,0.30,0.16,0.58,0.00,0.47,0.17,0.00,0.00,0.42,0.46,10,0.10,0,0
12,11,112,45,746,474,15,20,38,0,0,52,0,21,6,0,29,44,63,-1.28755364806867,0.355987055016181,0.792682926829269,0.472837022132797,-1.03092783505155,-1.73076923076924,0.15,0.25,0.38,0.00,0.00,0.52,0.00,0.21,0.06,0.00,0.29,0.44,0.63,6,0.06,0,0
18,11,112,42,714,449,26,38,33,31,19,14,31,16,0,51,0,52,0,-0.429184549356223,0.355987055016181,0.792682926829269,0.17102615694165,0.618556701030928,0.673076923076917,0.26,0.48,0.33,0.31,0.19,0.14,0.31,0.16,0.00,0.51,0.00,0.52,0.00,16,0.16,1,0
21,10,121,48,712,448,41,50,31,30,55,65,27,16,43,33,30,66,30,0,0.0323624595469255,2.6219512195122,0.774647887323944,0.721649484536081,0.769230769230761,0.41,0.63,0.31,0.30,0.55,0.65,0.27,0.16,0.43,0.33,0.30,0.66,0.30,50,0.50,2,1
7,6,102,42,760,480,26,14,39,12,0,38,0,34,24,0,0,34,31,-2.00286123032904,-1.2621359223301,-1.23983739837398,0.17102615694165,-1.75257731958763,-2.30769230769231,0.26,0.18,0.39,0.12,0.00,0.38,0.00,0.34,0.24,0.00,0.00,0.34,0.31,6,0.06,0,0
10,12,118,37,731,474,49,29,18,3,0,9,0,19,0,0,8,3,6,-1.57367668097282,0.679611650485437,2.01219512195122,-0.331991951710261,-0.257731958762886,-1.73076923076924,0.49,0.36,0.18,0.03,0.00,0.09,0.00,0.19,0.00,0.00,0.08,0.03,0.06,13,0.13,0,0
15,5,110,29,702,441,32,42,52,49,32,63,56,0,0,29,0,12,65,-0.858369098712446,-1.58576051779935,0.386178861788619,-1.13682092555332,1.23711340206186,1.44230769230769,0.32,0.53,0.52,0.49,0.32,0.63,0.56,0.00,0.00,0.29,0.00,0.12,0.65,39,0.39,2,0
7,5,103,45,716,451,13,25,13,41,6,0,14,0,27,0,0,0,46,-2.00286123032904,-1.58576051779935,-1.03658536585366,0.472837022132797,0.515463917525771,0.480769230769229,0.13,0.31,0.13,0.41,0.06,0.00,0.14,0.00,0.27,0.00,0.00,0.00,0.46,11,0.11,0,0
24,6,113,42,720,448,34,41,11,37,0,0,53,0,19,26,0,16,0,0.429184549356223,-1.2621359223301,0.995934959349595,0.17102615694165,0.309278350515462,0.769230769230761,0.34,0.51,0.11,0.37,0.00,0.00,0.53,0.00,0.19,0.26,0.00,0.16,0.00,19,0.19,1,0
23,16,117,43,687,444,12,44,28,44,4,16,13,25,5,7,0,1,8,0.286123032904149,1.97411003236246,1.8089430894309,0.271629778672032,2.01030927835051,1.15384615384615,0.12,0.55,0.28,0.44,0.04,0.16,0.13,0.25,0.05,0.07,0.00,0.01,0.08,25,0.25,1,0
20,15,107,42,698,446,25,45,49,48,40,0,35,49,0,0,0,14,52,-0.143061516452074,1.6504854368932,-0.223577235772357,0.17102615694165,1.44329896907216,0.961538461538458,0.25,0.56,0.49,0.48,0.40,0.00,0.35,0.49,0.00,0.00,0.00,0.14,0.52,44,0.44,2,1
18,13,108,33,696,452,19,37,0,60,37,25,0,61,57,0,0,33,9,-0.429184549356223,1.00323624595469,-0.0203252032520314,-0.73440643863179,1.54639175257732,0.384615384615385,0.19,0.46,0.00,0.60,0.37,0.25,0.00,0.61,0.57,0.00,0.00,0.33,0.09,11,0.11,0,0
14,6,106,28,760,480,32,17,4,0,22,34,0,0,4,0,0,0,9,-1.00143061516452,-1.2621359223301,-0.426829268292682,-1.2374245472837,-1.75257731958763,-2.30769230769231,0.32,0.21,0.04,0.00,0.22,0.34,0.00,0.00,0.04,0.00,0.00,0.00,0.09,12,0.12,0,0
18,11,109,20,740,451,35,33,4,21,9,53,29,69,15,0,50,17,55,-0.429184549356223,0.355987055016181,0.182926829268294,-2.04225352112676,-0.721649484536085,0.480769230769229,0.35,0.41,0.04,0.21,0.09,0.53,0.29,0.69,0.15,0.00,0.50,0.17,0.55,21,0.21,1,0
9,5,106,30,735,460,35,23,5,0,0,8,13,0,0,0,0,16,38,-1.71673819742489,-1.58576051779935,-0.426829268292682,-1.03621730382294,-0.463917525773195,-0.384615384615385,0.35,0.29,0.05,0.00,0.00,0.08,0.13,0.00,0.00,0.00,0.00,0.16,0.38,10,0.10,0,0
30,11,106,31,714,451,46,45,35,26,37,0,18,28,0,0,0,38,57,1.28755364806867,0.355987055016181,-0.426829268292682,-0.935613682092555,0.618556701030928,0.480769230769229,0.46,0.56,0.35,0.26,0.37,0.00,0.18,0.28,0.00,0.00,0.00,0.38,0.57,26,0.26,1,0
31,12,117,22,704,450,26,43,0,39,40,6,23,38,23,0,37,24,34,1.43061516452074,0.679611650485437,1.8089430894309,-1.841046277666,1.1340206185567,0.576923076923073,0.26,0.54,0.00,0.39,0.40,0.06,0.23,0.38,0.23,0.00,0.37,0.24,0.34,29,0.29,1,0
25,7,107,20,759,460,20,23,0,0,7,0,26,16,0,0,0,17,17,0.572246065808298,-0.938511326860842,-0.223577235772357,-2.04225352112676,-1.70103092783505,-0.384615384615385,0.20,0.29,0.00,0.00,0.07,0.00,0.26,0.16,0.00,0.00,0.00,0.17,0.17,8,0.08,0,0
27,10,110,45,733,448,34,41,7,3,28,20,31,34,14,0,22,1,0,0.858369098712446,0.0323624595469255,0.386178861788619,0.472837022132797,-0.360824742268043,0.769230769230761,0.34,0.51,0.07,0.03,0.28,0.20,0.31,0.34,0.14,0.00,0.22,0.01,0.00,31,0.31,2,0
18,7,115,44,712,451,39,40,12,13,0,46,5,0,23,28,0,38,24,-0.429184549356223,-0.938511326860842,1.40243902439025,0.372233400402415,0.721649484536081,0.480769230769229,0.39,0.50,0.12,0.13,0.00,0.46,0.05,0.00,0.23,0.28,0.00,0.38,0.24,12,0.12,0,0
27,11,102,35,720,466,30,34,20,12,13,26,0,10,13,0,0,36,72,0.858369098712446,0.355987055016181,-1.23983739837398,-0.533199195171026,0.309278350515462,-0.961538461538467,0.30,0.43,0.20,0.12,0.13,0.26,0.00,0.10,0.13,0.00,0.00,0.36,0.72,15,0.15,0,0
12,13,105,28,731,466,53,29,0,19,3,2,0,28,0,0,0,7,0,-1.28755364806867,1.00323624595469,-0.630081300813007,-1.2374245472837,-0.257731958762886,-0.961538461538467,0.53,0.36,0.00,0.19,0.03,0.02,0.00,0.28,0.00,0.00,0.00,0.07,0.00,13,0.13,0,0
36,7,105,44,726,461,30,38,51,15,35,35,0,0,31,0,0,48,23,2.14592274678112,-0.938511326860842,-0.630081300813007,0.372233400402415,0,-0.480769230769238,0.30,0.48,0.51,0.15,0.35,0.35,0.00,0.00,0.31,0.00,0.00,0.48,0.23,13,0.13,0,0
26,11,111,41,722,454,35,42,32,14,33,47,10,8,0,0,11,21,20,0.715307582260372,0.355987055016181,0.589430894308944,0.0704225352112679,0.206185567010309,0.192307692307688,0.35,0.53,0.32,0.14,0.33,0.47,0.10,0.08,0.00,0.00,0.11,0.21,0.20,52,0.52,3,1
12,13,107,33,732,447,13,28,14,5,5,26,53,21,0,0,0,0,0,-1.28755364806867,1.00323624595469,-0.223577235772357,-0.73440643863179,-0.309278350515466,0.865384615384614,0.13,0.35,0.14,0.05,0.05,0.26,0.53,0.21,0.00,0.00,0.00,0.00,0.00,19,0.19,1,0
18,7,108,19,710,448,25,32,5,46,4,2,40,3,0,0,0,16,1,-0.429184549356223,-0.938511326860842,-0.0203252032520314,-2.14285714285714,0.824742268041238,0.769230769230761,0.25,0.40,0.05,0.46,0.04,0.02,0.40,0.03,0.00,0.00,0.00,0.16,0.01,20,0.20,1,0
21,5,112,29,745,464,31,27,20,0,12,0,16,0,0,18,0,13,2,0,-1.58576051779935,0.792682926829269,-1.13682092555332,-0.979381443298971,-0.76923076923077,0.31,0.34,0.20,0.00,0.12,0.00,0.16,0.00,0.00,0.18,0.00,0.13,0.02,13,0.13,0,0
25,11,106,30,694,445,37,42,0,10,0,0,7,20,10,0,0,5,23,0.572246065808298,0.355987055016181,-0.426829268292682,-1.03621730382294,1.64948453608247,1.0576923076923,0.37,0.53,0.00,0.10,0.00,0.00,0.07,0.20,0.10,0.00,0.00,0.05,0.23,13,0.13,0,0
19,5,112,20,715,451,38,32,0,13,8,0,21,0,3,0,6,1,0,-0.286123032904149,-1.58576051779935,0.792682926829269,-2.04225352112676,0.567010309278348,0.480769230769229,0.38,0.40,0.00,0.13,0.08,0.00,0.21,0.00,0.03,0.00,0.06,0.01,0.00,12,0.12,0,0
20,11,102,43,747,480,11,23,41,11,30,30,0,22,4,0,0,34,16,-0.143061516452074,0.355987055016181,-1.23983739837398,0.271629778672032,-1.08247422680412,-2.30769230769231,0.11,0.29,0.41,0.11,0.30,0.30,0.00,0.22,0.04,0.00,0.00,0.34,0.16,10,0.10,0,0
22,5,106,44,720,471,20,29,49,47,48,0,3,0,25,0,0,17,7,0.143061516452074,-1.58576051779935,-0.426829268292682,0.372233400402415,0.309278350515462,-1.4423076923077,0.20,0.36,0.49,0.47,0.48,0.00,0.03,0.00,0.25,0.00,0.00,0.17,0.07,9,0.09,0,0
29,11,105,28,701,447,30,41,3,66,17,19,15,42,0,0,0,40,0,1.1444921316166,0.355987055016181,-0.630081300813007,-1.2374245472837,1.28865979381443,0.865384615384614,0.30,0.51,0.03,0.66,0.17,0.19,0.15,0.42,0.00,0.00,0.00,0.40,0.00,16,0.16,1,0
8,8,105,44,740,451,45,30,25,21,0,0,31,0,17,0,0,5,0,-1.85979971387697,-0.614886731391586,-0.630081300813007,0.372233400402415,-0.721649484536085,0.480769230769229,0.45,0.38,0.25,0.21,0.00,0.00,0.31,0.00,0.17,0.00,0.00,0.05,0.00,14,0.14,0,0
21,11,107,57,699,443,26,50,42,50,40,35,51,50,37,0,0,45,24,0,0.355987055016181,-0.223577235772357,1.68008048289738,1.39175257731959,1.25,0.26,0.63,0.42,0.50,0.40,0.35,0.51,0.50,0.37,0.00,0.00,0.45,0.24,55,0.55,3,1
25,12,116,43,727,451,49,47,47,6,40,27,26,28,9,0,55,53,69,0.572246065808298,0.679611650485437,1.60569105691057,0.271629778672032,-0.0515463917525762,0.480769230769229,0.49,0.59,0.47,0.06,0.40,0.27,0.26,0.28,0.09,0.00,0.55,0.53,0.69,36,0.36,2,0
36,8,119,55,738,454,31,45,40,16,59,0,17,11,23,38,0,56,58,2.14592274678112,-0.614886731391586,2.21544715447155,1.47887323943662,-0.618556701030928,0.192307692307688,0.31,0.56,0.40,0.16,0.59,0.00,0.17,0.11,0.23,0.38,0.00,0.56,0.58,16,0.16,1,0
24,6,103,43,715,449,48,42,9,34,7,11,21,0,3,0,0,0,19,0.429184549356223,-1.2621359223301,-1.03658536585366,0.271629778672032,0.567010309278348,0.673076923076917,0.48,0.53,0.09,0.34,0.07,0.11,0.21,0.00,0.03,0.00,0.00,0.00,0.19,21,0.21,1,0
37,19,104,68,678,430,24,68,45,72,66,69,72,72,55,0,0,47,44,2.28898426323319,2.94498381877023,-0.833333333333332,2.78672032193159,2.47422680412371,2.5,0.24,0.85,0.45,0.72,0.66,0.69,0.72,0.72,0.55,0.00,0.00,0.47,0.44,76,0.76,4,1
18,9,104,19,720,451,49,38,0,42,19,56,21,32,0,0,0,0,4,-0.429184549356223,-0.29126213592233,-0.833333333333332,-2.14285714285714,0.309278350515462,0.480769230769229,0.49,0.48,0.00,0.42,0.19,0.56,0.21,0.32,0.00,0.00,0.00,0.00,0.04,22,0.22,1,0
17,11,109,29,720,458,21,31,0,42,15,0,10,53,17,0,0,72,20,-0.572246065808298,0.355987055016181,0.182926829268294,-1.13682092555332,0.309278350515462,-0.192307692307697,0.21,0.39,0.00,0.42,0.15,0.00,0.10,0.53,0.17,0.00,0.00,0.72,0.20,9,0.09,0,0
20,13,106,50,760,471,37,32,69,0,43,19,0,43,27,0,0,0,0,-0.143061516452074,1.00323624595469,-0.426829268292682,0.975855130784709,-1.75257731958763,-1.4423076923077,0.37,0.40,0.69,0.00,0.43,0.19,0.00,0.43,0.27,0.00,0.00,0.00,0.00,9,0.09,0,0
29,13,102,30,748,474,15,26,22,0,39,8,0,37,0,0,0,53,45,1.1444921316166,1.00323624595469,-1.23983739837398,-1.03621730382294,-1.1340206185567,-1.73076923076924,0.15,0.33,0.22,0.00,0.39,0.08,0.00,0.37,0.00,0.00,0.00,0.53,0.45,9,0.09,0,0
12,11,111,42,760,469,54,30,7,0,16,26,18,41,28,21,0,45,8,-1.28755364806867,0.355987055016181,0.589430894308944,0.17102615694165,-1.75257731958763,-1.25000000000001,0.54,0.38,0.07,0.00,0.16,0.26,0.18,0.41,0.28,0.21,0.00,0.45,0.08,19,0.19,1,0
18,5,104,25,735,478,48,26,7,4,5,2,0,3,0,0,0,3,1,-0.429184549356223,-1.58576051779935,-0.833333333333332,-1.53923541247485,-0.463917525773195,-2.11538461538462,0.48,0.33,0.07,0.04,0.05,0.02,0.00,0.03,0.00,0.00,0.00,0.03,0.01,8,0.08,0,0
27,11,102,40,700,449,32,45,40,38,60,34,5,44,20,0,0,0,60,0.858369098712446,0.355987055016181,-1.23983739837398,-0.0301810865191144,1.34020618556701,0.673076923076917,0.32,0.56,0.40,0.38,0.60,0.34,0.05,0.44,0.20,0.00,0.00,0.00,0.60,37,0.37,2,0
25,9,108,43,744,467,49,34,44,4,41,1,0,9,13,0,0,36,0,0.572246065808298,-0.29126213592233,-0.0203252032520314,0.271629778672032,-0.927835051546395,-1.05769230769231,0.49,0.43,0.44,0.04,0.41,0.01,0.00,0.09,0.13,0.00,0.00,0.36,0.00,7,0.07,0,0
18,13,104,44,692,446,21,45,23,46,33,36,44,54,58,0,0,9,9,-0.429184549356223,1.00323624595469,-0.833333333333332,0.372233400402415,1.75257731958763,0.961538461538458,0.21,0.56,0.23,0.46,0.33,0.36,0.44,0.54,0.58,0.00,0.00,0.09,0.09,49,0.49,2,1
15,9,106,21,735,447,6,27,0,22,28,11,55,33,9,0,0,33,37,-0.858369098712446,-0.29126213592233,-0.426829268292682,-1.94164989939638,-0.463917525773195,0.865384615384614,0.06,0.34,0.00,0.22,0.28,0.11,0.55,0.33,0.09,0.00,0.00,0.33,0.37,16,0.16,1,0
10,11,114,30,720,451,33,32,61,44,0,31,25,44,8,52,40,15,9,-1.57367668097282,0.355987055016181,1.19918699186992,-1.03621730382294,0.309278350515462,0.480769230769229,0.33,0.40,0.61,0.44,0.00,0.31,0.25,0.44,0.08,0.52,0.40,0.15,0.09,21,0.21,1,0
22,13,108,29,703,457,27,38,8,62,22,30,0,64,33,0,0,68,8,0.143061516452074,1.00323624595469,-0.0203252032520314,-1.13682092555332,1.18556701030928,-0.0961538461538527,0.27,0.48,0.08,0.62,0.22,0.30,0.00,0.64,0.33,0.00,0.00,0.68,0.08,14,0.14,0,0
18,5,108,44,760,472,47,27,0,0,22,0,0,0,17,0,0,19,0,-0.429184549356223,-1.58576051779935,-0.0203252032520314,0.372233400402415,-1.75257731958763,-1.53846153846154,0.47,0.34,0.00,0.00,0.22,0.00,0.00,0.00,0.17,0.00,0.00,0.19,0.00,12,0.12,0,0
14,6,109,41,706,451,14,33,12,72,32,33,23,3,64,33,0,63,59,-1.00143061516452,-1.2621359223301,0.182926829268294,0.0704225352112679,1.03092783505155,0.480769230769229,0.14,0.41,0.12,0.72,0.32,0.33,0.23,0.03,0.64,0.33,0.00,0.63,0.59,16,0.16,1,0
22,5,105,31,756,467,31,27,40,0,10,49,15,0,0,0,0,7,39,0.143061516452074,-1.58576051779935,-0.630081300813007,-0.935613682092555,-1.54639175257732,-1.05769230769231,0.31,0.34,0.40,0.00,0.10,0.49,0.15,0.00,0.00,0.00,0.00,0.07,0.39,11,0.11,0,0
31,7,105,44,724,450,18,38,24,5,47,6,30,0,4,0,6,53,1,1.43061516452074,-0.938511326860842,-0.630081300813007,0.372233400402415,0.103092783505152,0.576923076923073,0.18,0.48,0.24,0.05,0.47,0.06,0.30,0.00,0.04,0.00,0.06,0.53,0.01,14,0.14,0,0
12,11,106,31,732,465,43,27,1,12,0,4,1,8,3,0,0,5,6,-1.28755364806867,0.355987055016181,-0.426829268292682,-0.935613682092555,-0.309278350515466,-0.865384615384623,0.43,0.34,0.01,0.12,0.00,0.04,0.01,0.08,0.03,0.00,0.00,0.05,0.06,8,0.08,0,0
18,11,106,43,720,464,28,33,53,18,24,11,0,22,22,0,0,68,42,-0.429184549356223,0.355987055016181,-0.426829268292682,0.271629778672032,0.309278350515462,-0.76923076923077,0.28,0.41,0.53,0.18,0.24,0.11,0.00,0.22,0.22,0.00,0.00,0.68,0.42,8,0.08,0,0
22,11,104,43,712,451,21,36,27,33,23,15,10,25,10,0,0,0,16,0.143061516452074,0.355987055016181,-0.833333333333332,0.271629778672032,0.721649484536081,0.480769230769229,0.21,0.45,0.27,0.33,0.23,0.15,0.10,0.25,0.10,0.00,0.00,0.00,0.16,14,0.14,0,0
28,8,104,31,717,463,43,38,14,31,18,44,3,4,4,0,0,49,0,1.00143061516452,-0.614886731391586,-0.833333333333332,-0.935613682092555,0.463917525773195,-0.673076923076926,0.43,0.48,0.14,0.31,0.18,0.44,0.03,0.04,0.04,0.00,0.00,0.49,0.00,19,0.19,1,0
26,11,113,43,729,446,37,45,32,9,38,13,49,23,42,0,37,0,0,0.715307582260372,0.355987055016181,0.995934959349595,0.271629778672032,-0.154639175257733,0.961538461538458,0.37,0.56,0.32,0.09,0.38,0.13,0.49,0.23,0.42,0.00,0.37,0.00,0.00,45,0.45,2,1
28,19,121,65,684,426,16,65,72,55,72,32,72,72,52,72,0,53,72,1.00143061516452,2.94498381877023,2.6219512195122,2.48490945674044,2.16494845360825,2.88461538461538,0.16,0.81,0.72,0.55,0.72,0.32,0.72,0.72,0.52,0.72,0.00,0.53,0.72,83,0.83,4,1
12,6,111,35,736,465,31,24,22,8,0,3,15,3,0,0,8,2,4,-1.28755364806867,-1.2621359223301,0.589430894308944,-0.533199195171026,-0.515463917525776,-0.865384615384623,0.31,0.30,0.22,0.08,0.00,0.03,0.15,0.03,0.00,0.00,0.08,0.02,0.04,12,0.12,0,0
21,12,103,28,721,463,19,31,0,20,63,0,4,14,35,0,0,23,28,0,0.679611650485437,-1.03658536585366,-1.2374245472837,0.257731958762886,-0.673076923076926,0.19,0.39,0.00,0.20,0.63,0.00,0.04,0.14,0.35,0.00,0.00,0.23,0.28,12,0.12,0,0
10,6,103,45,718,451,51,34,7,32,0,0,13,15,38,0,0,0,7,-1.57367668097282,-1.2621359223301,-1.03658536585366,0.472837022132797,0.412371134020619,0.480769230769229,0.51,0.43,0.07,0.32,0.00,0.00,0.13,0.15,0.38,0.00,0.00,0.00,0.07,13,0.13,0,0
34,16,108,36,720,444,11,41,4,30,17,18,32,42,0,0,0,35,0,1.85979971387697,1.97411003236246,-0.0203252032520314,-0.432595573440644,0.309278350515462,1.15384615384615,0.11,0.51,0.04,0.30,0.17,0.18,0.32,0.42,0.00,0.00,0.00,0.35,0.00,19,0.19,1,0
21,14,126,38,748,447,44,47,14,0,20,72,56,45,33,36,72,59,10,0,1.32686084142395,3.63821138211382,-0.231388329979879,-1.1340206185567,0.865384615384614,0.44,0.59,0.14,0.00,0.20,0.72,0.56,0.45,0.33,0.36,0.72,0.59,0.10,32,0.32,2,0
7,11,106,18,751,470,35,17,0,0,0,5,19,11,10,0,0,32,44,-2.00286123032904,0.355987055016181,-0.426829268292682,-2.24346076458753,-1.28865979381443,-1.34615384615385,0.35,0.21,0.00,0.00,0.00,0.05,0.19,0.11,0.10,0.00,0.00,0.32,0.44,11,0.11,0,0
25,6,108,24,726,449,16,30,9,14,0,17,49,0,0,0,0,20,3,0.572246065808298,-1.2621359223301,-0.0203252032520314,-1.63983903420523,0,0.673076923076917,0.16,0.38,0.09,0.14,0.00,0.17,0.49,0.00,0.00,0.00,0.00,0.20,0.03,20,0.20,1,0
11,11,106,41,715,463,6,25,31,59,11,2,0,59,26,0,0,45,43,-1.43061516452074,0.355987055016181,-0.426829268292682,0.0704225352112679,0.567010309278348,-0.673076923076926,0.06,0.31,0.31,0.59,0.11,0.02,0.00,0.59,0.26,0.00,0.00,0.45,0.43,7,0.07,0,0
11,11,102,21,720,451,29,29,0,37,19,24,14,29,0,0,0,32,40,-1.43061516452074,0.355987055016181,-1.23983739837398,-1.94164989939638,0.309278350515462,0.480769230769229,0.29,0.36,0.00,0.37,0.19,0.24,0.14,0.29,0.00,0.00,0.00,0.32,0.40,14,0.14,0,0
18,10,104,17,736,451,26,32,0,20,39,63,29,66,0,0,0,70,29,-0.429184549356223,0.0323624595469255,-0.833333333333332,-2.34406438631791,-0.515463917525776,0.480769230769229,0.26,0.40,0.00,0.20,0.39,0.63,0.29,0.66,0.00,0.00,0.00,0.70,0.29,19,0.19,1,0
23,5,106,34,703,450,32,38,43,35,0,14,18,0,0,4,0,60,35,0.286123032904149,-1.58576051779935,-0.426829268292682,-0.633802816901408,1.18556701030928,0.576923076923073,0.32,0.48,0.43,0.35,0.00,0.14,0.18,0.00,0.00,0.04,0.00,0.60,0.35,14,0.14,0,0
18,13,107,48,743,468,35,30,32,0,0,46,1,18,25,0,0,0,1,-0.429184549356223,1.00323624595469,-0.223577235772357,0.774647887323944,-0.876288659793814,-1.15384615384615,0.35,0.38,0.32,0.00,0.00,0.46,0.01,0.18,0.25,0.00,0.00,0.00,0.01,12,0.12,0,0
8,8,107,35,717,447,16,26,4,11,0,0,26,14,2,0,0,0,9,-1.85979971387697,-0.614886731391586,-0.223577235772357,-0.533199195171026,0.463917525773195,0.865384615384614,0.16,0.33,0.04,0.11,0.00,0.00,0.26,0.14,0.02,0.00,0.00,0.00,0.09,13,0.13,0,0
34,15,104,58,710,444,34,57,56,42,72,66,68,72,64,0,0,37,54,1.85979971387697,1.6504854368932,-0.833333333333332,1.78068410462777,0.824742268041238,1.15384615384615,0.34,0.71,0.56,0.42,0.72,0.66,0.68,0.72,0.64,0.00,0.00,0.37,0.54,56,0.56,3,1
