Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Power_Inside,Third_Down_Runs,Hole_Recognition,Blitz_Pickup,Avoid_Drops,Route_Running,Third_Down_Receiving,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,Power_InsideZ,Third_Down_RunsZ,Hole_RecognitionZ,Blitz_PickupZ,Avoid_DropsZ,Route_RunningZ,Third_Down_ReceivingZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
21,18,96,29,749,482,16,28,0,11,0,19,21,0,47,16,40,45,33,47,-0.156521739130435,-0.461538461538462,-1.55818540433925,0.745672436750999,0.452261306532663,-0.128205128205137,0.16,0.35,0.00,0.11,0.00,0.19,0.21,0.00,0.47,0.16,0.40,0.45,0.33,0.47,10,0.10,0,0
12,20,109,19,753,487,40,40,56,30,19,20,54,0,54,54,0,49,12,34,-1.72173913043478,0.0512820512820511,1.00591715976331,-0.585885486018642,0.251256281407034,-0.769230769230776,0.40,0.50,0.56,0.30,0.19,0.20,0.54,0.00,0.54,0.54,0.00,0.49,0.12,0.34,19,0.19,1,0
29,18,100,13,760,487,32,29,0,0,0,9,36,13,0,10,0,4,42,27,1.23478260869565,-0.461538461538462,-0.76923076923077,-1.38482023968043,-0.100502512562812,-0.769230769230776,0.32,0.36,0.00,0.00,0.00,0.09,0.36,0.13,0.00,0.10,0.00,0.04,0.42,0.27,14,0.14,0,0
12,15,104,25,752,476,20,28,28,2,21,0,33,0,47,0,4,8,18,7,-1.72173913043478,-1.23076923076923,0.0197238658777109,0.213049267643143,0.301507537688445,0.641025641025639,0.20,0.35,0.28,0.02,0.21,0.00,0.33,0.00,0.47,0.00,0.04,0.08,0.18,0.07,9,0.09,0,0
20,25,106,30,757,472,46,52,46,59,15,50,64,40,56,26,52,5,64,51,-0.330434782608695,1.33333333333333,0.414201183431952,0.878828229027963,0.050251256281406,1.15384615384615,0.46,0.65,0.46,0.59,0.15,0.50,0.64,0.40,0.56,0.26,0.52,0.05,0.64,0.51,43,0.43,2,1
20,15,101,24,754,489,30,33,0,6,8,0,38,35,21,25,44,11,36,40,-0.330434782608695,-1.23076923076923,-0.57199211045365,0.0798934753661786,0.201005025125628,-1.02564102564103,0.30,0.41,0.00,0.06,0.08,0.00,0.38,0.35,0.21,0.25,0.44,0.11,0.36,0.40,16,0.16,1,0
22,17,104,18,780,493,29,31,29,0,25,9,29,4,13,33,11,1,0,0,0.0173913043478263,-0.717948717948718,0.0197238658777109,-0.719041278295606,-1.10552763819095,-1.53846153846154,0.29,0.39,0.29,0.00,0.25,0.09,0.29,0.04,0.13,0.33,0.11,0.01,0.00,0.00,14,0.14,0,0
25,22,103,25,751,493,47,42,22,0,38,45,16,3,26,31,11,0,34,3,0.539130434782609,0.564102564102564,-0.177514792899409,0.213049267643143,0.351758793969851,-1.53846153846154,0.47,0.53,0.22,0.00,0.38,0.45,0.16,0.03,0.26,0.31,0.11,0.00,0.34,0.03,20,0.20,1,0
32,28,102,22,739,471,57,47,0,0,29,33,11,5,25,33,2,0,13,7,1.75652173913044,2.1025641025641,-0.37475345167653,-0.186418109187749,0.954773869346736,1.28205128205128,0.57,0.59,0.00,0.00,0.29,0.33,0.11,0.05,0.25,0.33,0.02,0.00,0.13,0.07,18,0.18,1,0
16,18,104,21,756,484,32,34,42,18,40,15,0,26,13,52,13,26,41,41,-1.02608695652174,-0.461538461538462,0.0197238658777109,-0.319573901464714,0.100502512562816,-0.384615384615388,0.32,0.43,0.42,0.18,0.40,0.15,0.00,0.26,0.13,0.52,0.13,0.26,0.41,0.41,15,0.15,0,0
24,20,102,24,742,474,47,39,0,5,0,8,19,1,24,0,10,7,1,30,0.365217391304348,0.0512820512820511,-0.37475345167653,0.0798934753661786,0.804020100502513,0.89743589743589,0.47,0.49,0.00,0.05,0.00,0.08,0.19,0.01,0.24,0.00,0.10,0.07,0.01,0.30,18,0.18,1,0
20,24,94,14,756,483,46,33,8,31,0,30,7,51,0,0,1,47,52,44,-0.330434782608695,1.07692307692308,-1.95266272189349,-1.25166444740346,0.100502512562816,-0.256410256410262,0.46,0.41,0.08,0.31,0.00,0.30,0.07,0.51,0.00,0.00,0.01,0.47,0.52,0.44,18,0.18,1,0
27,27,117,31,754,477,41,62,57,54,53,64,64,19,34,60,38,38,41,45,0.886956521739131,1.84615384615385,2.58382642998027,1.01198402130493,0.201005025125628,0.512820512820513,0.41,0.78,0.57,0.54,0.53,0.64,0.64,0.19,0.34,0.60,0.38,0.38,0.41,0.45,73,0.73,4,1
20,14,108,12,760,494,31,31,32,23,23,1,36,0,18,12,0,37,0,52,-0.330434782608695,-1.48717948717949,0.808678500986192,-1.51797603195739,-0.100502512562812,-1.66666666666668,0.31,0.39,0.32,0.23,0.23,0.01,0.36,0.00,0.18,0.12,0.00,0.37,0.00,0.52,12,0.12,0,0
28,25,108,33,759,493,46,54,41,6,43,46,58,53,39,15,61,49,64,0,1.06086956521739,1.33333333333333,0.808678500986192,1.27829560585886,-0.050251256281406,-1.53846153846154,0.46,0.68,0.41,0.06,0.43,0.46,0.58,0.53,0.39,0.15,0.61,0.49,0.64,0.00,37,0.37,2,0
20,26,105,22,780,478,44,44,27,17,30,32,41,31,30,40,5,18,25,43,-0.330434782608695,1.58974358974359,0.216962524654831,-0.186418109187749,-1.10552763819095,0.384615384615376,0.44,0.55,0.27,0.17,0.30,0.32,0.41,0.31,0.30,0.40,0.05,0.18,0.25,0.43,25,0.25,1,0
11,17,107,22,757,488,42,34,30,29,29,19,8,3,46,8,1,24,36,10,-1.89565217391304,-0.717948717948718,0.611439842209072,-0.186418109187749,0.050251256281406,-0.897435897435901,0.42,0.43,0.30,0.29,0.29,0.19,0.08,0.03,0.46,0.08,0.01,0.24,0.36,0.10,17,0.17,1,0
24,17,102,10,781,483,52,33,20,6,0,0,5,29,0,38,0,0,42,56,0.365217391304348,-0.717948717948718,-0.37475345167653,-1.78428761651132,-1.15577889447236,-0.256410256410262,0.52,0.41,0.20,0.06,0.00,0.00,0.05,0.29,0.00,0.38,0.00,0.00,0.42,0.56,19,0.19,1,0
20,25,103,24,760,485,41,39,24,23,24,23,15,0,18,15,25,14,0,44,-0.330434782608695,1.33333333333333,-0.177514792899409,0.0798934753661786,-0.100502512562812,-0.512820512820513,0.41,0.49,0.24,0.23,0.24,0.23,0.15,0.00,0.18,0.15,0.25,0.14,0.00,0.44,12,0.12,0,0
20,20,99,17,760,478,55,39,0,26,0,38,46,17,39,59,7,37,32,13,-0.330434782608695,0.0512820512820511,-0.966469428007891,-0.85219707057257,-0.100502512562812,0.384615384615376,0.55,0.49,0.00,0.26,0.00,0.38,0.46,0.17,0.39,0.59,0.07,0.37,0.32,0.13,21,0.21,1,0
16,14,111,38,724,461,40,44,8,0,4,0,13,0,32,44,3,31,13,15,-1.02608695652174,-1.48717948717949,1.40039447731755,1.94407456724368,1.70854271356784,2.56410256410256,0.40,0.55,0.08,0.00,0.04,0.00,0.13,0.00,0.32,0.44,0.03,0.31,0.13,0.15,13,0.13,0,0
15,22,108,31,748,478,37,44,46,0,0,26,54,0,31,47,18,0,54,35,-1.2,0.564102564102564,0.808678500986192,1.01198402130493,0.502512562814069,0.384615384615376,0.37,0.55,0.46,0.00,0.00,0.26,0.54,0.00,0.31,0.47,0.18,0.00,0.54,0.35,19,0.19,1,0
31,19,108,18,726,472,53,50,38,36,1,16,46,29,35,21,38,18,32,29,1.58260869565217,-0.205128205128205,0.808678500986192,-0.719041278295606,1.60804020100503,1.15384615384615,0.53,0.63,0.38,0.36,0.01,0.16,0.46,0.29,0.35,0.21,0.38,0.18,0.32,0.29,24,0.24,1,0
30,20,109,27,756,490,65,53,38,8,0,41,26,19,63,0,19,11,29,29,1.40869565217391,0.0512820512820511,1.00591715976331,0.479360852197071,0.100502512562816,-1.15384615384616,0.65,0.66,0.38,0.08,0.00,0.41,0.26,0.19,0.63,0.00,0.19,0.11,0.29,0.29,36,0.36,2,0
28,25,110,28,726,470,46,57,48,31,63,63,51,40,23,18,54,63,30,55,1.06086956521739,1.33333333333333,1.20315581854043,0.612516644474035,1.60804020100503,1.4102564102564,0.46,0.71,0.48,0.31,0.63,0.63,0.51,0.40,0.23,0.18,0.54,0.63,0.30,0.55,35,0.35,2,0
29,24,103,29,748,483,37,45,30,4,40,38,23,18,49,39,28,18,24,17,1.23478260869565,1.07692307692308,-0.177514792899409,0.745672436750999,0.502512562814069,-0.256410256410262,0.37,0.56,0.30,0.04,0.40,0.38,0.23,0.18,0.49,0.39,0.28,0.18,0.24,0.17,18,0.18,1,0
30,15,98,26,747,478,25,32,0,41,0,0,9,23,14,13,32,55,37,0,1.40869565217391,-1.23076923076923,-1.16370808678501,0.346205059920107,0.552763819095479,0.384615384615376,0.25,0.40,0.00,0.41,0.00,0.00,0.09,0.23,0.14,0.13,0.32,0.55,0.37,0.00,9,0.09,0,0
18,18,108,22,744,480,46,43,51,18,6,12,28,14,32,21,0,9,15,46,-0.678260869565217,-0.461538461538462,0.808678500986192,-0.186418109187749,0.703517587939697,0.128205128205125,0.46,0.54,0.51,0.18,0.06,0.12,0.28,0.14,0.32,0.21,0.00,0.09,0.15,0.46,37,0.37,2,0
27,26,114,35,731,472,24,52,51,7,0,47,43,0,14,13,14,33,10,13,0.886956521739131,1.58974358974359,1.99211045364891,1.54460719041278,1.35678391959799,1.15384615384615,0.24,0.65,0.51,0.07,0.00,0.47,0.43,0.00,0.14,0.13,0.14,0.33,0.10,0.13,40,0.40,2,1
27,16,99,24,791,479,49,34,0,21,24,0,29,14,23,32,28,1,7,23,0.886956521739131,-0.974358974358975,-0.966469428007891,0.0798934753661786,-1.65829145728643,0.256410256410251,0.49,0.43,0.00,0.21,0.24,0.00,0.29,0.14,0.23,0.32,0.28,0.01,0.07,0.23,14,0.14,0,0
32,19,104,24,792,482,16,34,27,0,0,17,1,21,15,7,41,45,9,0,1.75652173913044,-0.205128205128205,0.0197238658777109,0.0798934753661786,-1.70854271356784,-0.128205128205137,0.16,0.43,0.27,0.00,0.00,0.17,0.01,0.21,0.15,0.07,0.41,0.45,0.09,0.00,12,0.12,0,0
18,15,107,30,759,477,43,40,26,37,7,0,26,21,39,11,45,19,7,0,-0.678260869565217,-1.23076923076923,0.611439842209072,0.878828229027963,-0.050251256281406,0.512820512820513,0.43,0.50,0.26,0.37,0.07,0.00,0.26,0.21,0.39,0.11,0.45,0.19,0.07,0.00,16,0.16,1,0
28,22,105,17,745,482,50,42,8,44,10,23,36,0,0,14,0,16,0,37,1.06086956521739,0.564102564102564,0.216962524654831,-0.85219707057257,0.653266331658291,-0.128205128205137,0.50,0.53,0.08,0.44,0.10,0.23,0.36,0.00,0.00,0.14,0.00,0.16,0.00,0.37,15,0.15,0,0
28,15,111,20,750,481,42,47,48,45,28,0,53,44,13,43,17,38,20,57,1.06086956521739,-1.23076923076923,1.40039447731755,-0.452729693741678,0.402010050251257,0,0.42,0.59,0.48,0.45,0.28,0.00,0.53,0.44,0.13,0.43,0.17,0.38,0.20,0.57,37,0.37,2,0
14,21,107,9,760,490,54,34,22,27,40,32,26,0,0,0,0,7,0,38,-1.37391304347826,0.307692307692308,0.611439842209072,-1.91744340878828,-0.100502512562812,-1.15384615384616,0.54,0.43,0.22,0.27,0.40,0.32,0.26,0.00,0.00,0.00,0.00,0.07,0.00,0.38,15,0.15,0,0
22,14,104,29,785,483,13,34,30,42,18,0,29,47,32,63,31,36,33,4,0.0173913043478263,-1.48717948717949,0.0197238658777109,0.745672436750999,-1.35678391959799,-0.256410256410262,0.13,0.43,0.30,0.42,0.18,0.00,0.29,0.47,0.32,0.63,0.31,0.36,0.33,0.04,11,0.11,0,0
20,21,107,10,760,478,54,40,41,24,24,29,23,0,6,0,0,0,0,0,-0.330434782608695,0.307692307692308,0.611439842209072,-1.78428761651132,-0.100502512562812,0.384615384615376,0.54,0.50,0.41,0.24,0.24,0.29,0.23,0.00,0.06,0.00,0.00,0.00,0.00,0.00,16,0.16,1,0
17,17,100,35,807,472,51,38,39,0,53,5,0,51,57,43,33,54,38,48,-0.852173913043478,-0.717948717948718,-0.76923076923077,1.54460719041278,-2.46231155778895,1.15384615384615,0.51,0.48,0.39,0.00,0.53,0.05,0.00,0.51,0.57,0.43,0.33,0.54,0.38,0.48,21,0.21,1,0
22,18,105,22,778,478,51,39,27,0,20,15,24,0,29,12,0,12,0,23,0.0173913043478263,-0.461538461538462,0.216962524654831,-0.186418109187749,-1.00502512562814,0.384615384615376,0.51,0.49,0.27,0.00,0.20,0.15,0.24,0.00,0.29,0.12,0.00,0.12,0.00,0.23,17,0.17,1,0
19,23,105,24,760,471,51,44,10,48,5,36,26,9,16,13,35,0,0,9,-0.504347826086956,0.82051282051282,0.216962524654831,0.0798934753661786,-0.100502512562812,1.28205128205128,0.51,0.55,0.10,0.48,0.05,0.36,0.26,0.09,0.16,0.13,0.35,0.00,0.00,0.09,18,0.18,1,0
20,20,103,16,777,478,41,34,16,9,0,25,14,3,18,0,0,0,22,0,-0.330434782608695,0.0512820512820511,-0.177514792899409,-0.985352862849534,-0.954773869346731,0.384615384615376,0.41,0.43,0.16,0.09,0.00,0.25,0.14,0.03,0.18,0.00,0.00,0.00,0.22,0.00,16,0.16,1,0
11,16,102,13,788,478,44,27,28,20,27,5,10,0,20,47,24,4,23,13,-1.89565217391304,-0.974358974358975,-0.37475345167653,-1.38482023968043,-1.50753768844221,0.384615384615376,0.44,0.34,0.28,0.20,0.27,0.05,0.10,0.00,0.20,0.47,0.24,0.04,0.23,0.13,15,0.15,0,0
20,15,102,28,771,492,32,31,3,40,1,0,40,10,23,0,16,0,26,20,-0.330434782608695,-1.23076923076923,-0.37475345167653,0.612516644474035,-0.653266331658291,-1.41025641025641,0.32,0.39,0.03,0.40,0.01,0.00,0.40,0.10,0.23,0.00,0.16,0.00,0.26,0.20,12,0.12,0,0
35,29,98,16,729,473,34,38,6,0,0,44,0,17,0,4,5,0,23,14,2.27826086956522,2.35897435897436,-1.16370808678501,-0.985352862849534,1.4572864321608,1.02564102564102,0.34,0.48,0.06,0.00,0.00,0.44,0.00,0.17,0.00,0.04,0.05,0.00,0.23,0.14,13,0.13,0,0
16,24,107,22,750,480,36,40,28,24,3,32,14,15,10,32,18,12,56,38,-1.02608695652174,1.07692307692308,0.611439842209072,-0.186418109187749,0.402010050251257,0.128205128205125,0.36,0.50,0.28,0.24,0.03,0.32,0.14,0.15,0.10,0.32,0.18,0.12,0.56,0.38,20,0.20,1,0
23,16,98,25,756,490,21,27,0,0,23,2,14,38,2,0,28,25,7,39,0.191304347826087,-0.974358974358975,-1.16370808678501,0.213049267643143,0.100502512562816,-1.15384615384616,0.21,0.34,0.00,0.00,0.23,0.02,0.14,0.38,0.02,0.00,0.28,0.25,0.07,0.39,11,0.11,0,0
26,18,105,13,730,478,16,32,0,39,39,12,47,19,0,26,4,0,54,18,0.71304347826087,-0.461538461538462,0.216962524654831,-1.38482023968043,1.4070351758794,0.384615384615376,0.16,0.40,0.00,0.39,0.39,0.12,0.47,0.19,0.00,0.26,0.04,0.00,0.54,0.18,9,0.09,0,0
21,18,103,15,789,475,26,28,15,28,58,2,14,0,21,20,0,0,0,38,-0.156521739130435,-0.461538461538462,-0.177514792899409,-1.1185086551265,-1.55778894472362,0.769230769230764,0.26,0.35,0.15,0.28,0.58,0.02,0.14,0.00,0.21,0.20,0.00,0.00,0.00,0.38,10,0.10,0,0
23,18,97,32,747,484,24,33,11,0,0,8,0,33,33,33,55,3,42,0,0.191304347826087,-0.461538461538462,-1.36094674556213,1.14513981358189,0.552763819095479,-0.384615384615388,0.24,0.41,0.11,0.00,0.00,0.08,0.00,0.33,0.33,0.33,0.55,0.03,0.42,0.00,13,0.13,0,0
31,14,105,13,757,483,25,31,27,0,0,0,0,38,0,0,7,5,17,16,1.58260869565217,-1.48717948717949,0.216962524654831,-1.38482023968043,0.050251256281406,-0.256410256410262,0.25,0.39,0.27,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.07,0.05,0.17,0.16,12,0.12,0,0
15,27,105,26,750,483,40,44,15,42,37,52,32,17,33,33,19,44,40,63,-1.2,1.84615384615385,0.216962524654831,0.346205059920107,0.402010050251257,-0.256410256410262,0.40,0.55,0.15,0.42,0.37,0.52,0.32,0.17,0.33,0.33,0.19,0.44,0.40,0.63,33,0.33,2,0
13,16,114,22,745,490,27,37,59,15,11,3,52,0,22,0,20,11,0,0,-1.54782608695652,-0.974358974358975,1.99211045364891,-0.186418109187749,0.653266331658291,-1.15384615384616,0.27,0.46,0.59,0.15,0.11,0.03,0.52,0.00,0.22,0.00,0.20,0.11,0.00,0.00,14,0.14,0,0
11,14,92,20,767,482,40,22,0,25,51,0,0,0,18,41,20,50,12,0,-1.89565217391304,-1.48717948717949,-2.34714003944773,-0.452729693741678,-0.452261306532663,-0.128205128205137,0.40,0.28,0.00,0.25,0.51,0.00,0.00,0.00,0.18,0.41,0.20,0.50,0.12,0.00,8,0.08,0,0
20,15,97,15,760,471,50,28,0,3,48,0,22,22,1,0,28,5,20,12,-0.330434782608695,-1.23076923076923,-1.36094674556213,-1.1185086551265,-0.100502512562812,1.28205128205128,0.50,0.35,0.00,0.03,0.48,0.00,0.22,0.22,0.01,0.00,0.28,0.05,0.20,0.12,12,0.12,0,0
27,20,105,24,783,469,26,40,37,0,11,29,12,36,26,31,37,43,8,0,0.886956521739131,0.0512820512820511,0.216962524654831,0.0798934753661786,-1.25628140703518,1.53846153846153,0.26,0.50,0.37,0.00,0.11,0.29,0.12,0.36,0.26,0.31,0.37,0.43,0.08,0.00,17,0.17,1,0
25,22,96,18,745,472,22,31,0,30,0,20,0,16,0,42,43,38,24,29,0.539130434782609,0.564102564102564,-1.55818540433925,-0.719041278295606,0.653266331658291,1.15384615384615,0.22,0.39,0.00,0.30,0.00,0.20,0.00,0.16,0.00,0.42,0.43,0.38,0.24,0.29,12,0.12,0,0
24,20,103,32,750,478,46,50,26,21,59,49,62,60,59,23,62,18,62,32,0.365217391304348,0.0512820512820511,-0.177514792899409,1.14513981358189,0.402010050251257,0.384615384615376,0.46,0.63,0.26,0.21,0.59,0.49,0.62,0.60,0.59,0.23,0.62,0.18,0.62,0.32,50,0.50,2,1
29,19,97,27,742,484,53,42,31,41,48,1,0,0,62,20,25,40,28,0,1.23478260869565,-0.205128205128205,-1.36094674556213,0.479360852197071,0.804020100502513,-0.384615384615388,0.53,0.53,0.31,0.41,0.48,0.01,0.00,0.00,0.62,0.20,0.25,0.40,0.28,0.00,16,0.16,1,0
29,23,111,14,751,470,31,47,45,0,58,25,44,38,0,34,9,13,45,49,1.23478260869565,0.82051282051282,1.40039447731755,-1.25166444740346,0.351758793969851,1.4102564102564,0.31,0.59,0.45,0.00,0.58,0.25,0.44,0.38,0.00,0.34,0.09,0.13,0.45,0.49,33,0.33,2,0
31,18,105,19,729,480,47,45,38,50,3,12,37,20,0,33,24,28,59,10,1.58260869565217,-0.461538461538462,0.216962524654831,-0.585885486018642,1.4572864321608,0.128205128205125,0.47,0.56,0.38,0.50,0.03,0.12,0.37,0.20,0.00,0.33,0.24,0.28,0.59,0.10,24,0.24,1,0
27,14,109,15,750,475,22,34,13,0,44,0,35,15,21,0,0,0,10,54,0.886956521739131,-1.48717948717949,1.00591715976331,-1.1185086551265,0.402010050251257,0.769230769230764,0.22,0.43,0.13,0.00,0.44,0.00,0.35,0.15,0.21,0.00,0.00,0.00,0.10,0.54,10,0.10,0,0
16,18,107,24,732,485,26,38,17,5,0,16,62,24,33,51,25,59,18,37,-1.02608695652174,-0.461538461538462,0.611439842209072,0.0798934753661786,1.30653266331658,-0.512820512820513,0.26,0.48,0.17,0.05,0.00,0.16,0.62,0.24,0.33,0.51,0.25,0.59,0.18,0.37,15,0.15,0,0
22,24,112,37,754,466,27,55,57,57,45,48,44,46,56,62,62,19,58,45,0.0173913043478263,1.07692307692308,1.59763313609467,1.81091877496671,0.201005025125628,1.92307692307692,0.27,0.69,0.57,0.57,0.45,0.48,0.44,0.46,0.56,0.62,0.62,0.19,0.58,0.45,67,0.67,3,1
14,19,106,23,744,485,39,34,0,35,0,8,33,3,0,8,28,7,17,46,-1.37391304347826,-0.205128205128205,0.414201183431952,-0.0532623169107854,0.703517587939697,-0.512820512820513,0.39,0.43,0.00,0.35,0.00,0.08,0.33,0.03,0.00,0.08,0.28,0.07,0.17,0.46,13,0.13,0,0
25,17,102,23,760,478,57,40,4,0,4,24,18,34,5,0,16,47,0,25,0.539130434782609,-0.717948717948718,-0.37475345167653,-0.0532623169107854,-0.100502512562812,0.384615384615376,0.57,0.50,0.04,0.00,0.04,0.24,0.18,0.34,0.05,0.00,0.16,0.47,0.00,0.25,22,0.22,1,0
20,22,109,23,760,495,39,44,35,42,0,34,51,23,38,40,24,30,29,48,-0.330434782608695,0.564102564102564,1.00591715976331,-0.0532623169107854,-0.100502512562812,-1.7948717948718,0.39,0.55,0.35,0.42,0.00,0.34,0.51,0.23,0.38,0.40,0.24,0.30,0.29,0.48,41,0.41,2,1
19,16,108,30,771,486,25,37,27,47,14,0,38,12,37,9,17,0,0,5,-0.504347826086956,-0.974358974358975,0.808678500986192,0.878828229027963,-0.653266331658291,-0.64102564102565,0.25,0.46,0.27,0.47,0.14,0.00,0.38,0.12,0.37,0.09,0.17,0.00,0.00,0.05,13,0.13,0,0
23,19,107,24,741,471,46,44,9,12,12,1,16,18,1,6,2,0,0,24,0.191304347826087,-0.205128205128205,0.611439842209072,0.0798934753661786,0.854271356783919,1.28205128205128,0.46,0.55,0.09,0.12,0.12,0.01,0.16,0.18,0.01,0.06,0.02,0.00,0.00,0.24,19,0.19,1,0
26,21,93,12,760,493,32,26,0,33,30,30,0,10,0,0,0,0,30,0,0.71304347826087,0.307692307692308,-2.14990138067061,-1.51797603195739,-0.100502512562812,-1.53846153846154,0.32,0.33,0.00,0.33,0.30,0.30,0.00,0.10,0.00,0.00,0.00,0.00,0.30,0.00,11,0.11,0,0
21,20,109,13,752,478,39,38,21,19,0,22,41,7,0,17,7,0,0,9,-0.156521739130435,0.0512820512820511,1.00591715976331,-1.38482023968043,0.301507537688445,0.384615384615376,0.39,0.48,0.21,0.19,0.00,0.22,0.41,0.07,0.00,0.17,0.07,0.00,0.00,0.09,18,0.18,1,0
11,21,103,15,752,491,19,27,38,42,20,28,0,0,17,38,0,15,22,33,-1.89565217391304,0.307692307692308,-0.177514792899409,-1.1185086551265,0.301507537688445,-1.28205128205129,0.19,0.34,0.38,0.42,0.20,0.28,0.00,0.00,0.17,0.38,0.00,0.15,0.22,0.33,11,0.11,0,0
19,23,99,28,755,476,22,36,20,0,35,30,8,41,37,37,46,17,20,40,-0.504347826086956,0.82051282051282,-0.966469428007891,0.612516644474035,0.150753768844222,0.641025641025639,0.22,0.45,0.20,0.00,0.35,0.30,0.08,0.41,0.37,0.37,0.46,0.17,0.20,0.40,16,0.16,1,0
20,20,109,26,748,484,61,45,0,0,20,6,29,0,6,22,20,4,13,6,-0.330434782608695,0.0512820512820511,1.00591715976331,0.346205059920107,0.502512562814069,-0.384615384615388,0.61,0.56,0.00,0.00,0.20,0.06,0.29,0.00,0.06,0.22,0.20,0.04,0.13,0.06,13,0.13,0,0
24,18,103,15,787,478,47,38,56,50,0,12,16,28,32,32,9,56,28,38,0.365217391304348,-0.461538461538462,-0.177514792899409,-1.1185086551265,-1.4572864321608,0.384615384615376,0.47,0.48,0.56,0.50,0.00,0.12,0.16,0.28,0.32,0.32,0.09,0.56,0.28,0.38,18,0.18,1,0
15,25,97,31,807,484,51,36,23,21,0,44,0,0,42,62,10,43,19,0,-1.2,1.33333333333333,-1.36094674556213,1.01198402130493,-2.46231155778895,-0.384615384615388,0.51,0.45,0.23,0.21,0.00,0.44,0.00,0.00,0.42,0.62,0.10,0.43,0.19,0.00,22,0.22,1,0
15,22,109,28,732,485,42,44,27,0,54,35,62,0,31,0,40,0,38,10,-1.2,0.564102564102564,1.00591715976331,0.612516644474035,1.30653266331658,-0.512820512820513,0.42,0.55,0.27,0.00,0.54,0.35,0.62,0.00,0.31,0.00,0.40,0.00,0.38,0.10,23,0.23,1,0
20,19,96,24,754,472,25,29,0,0,8,16,8,35,31,17,3,7,47,14,-0.330434782608695,-0.205128205128205,-1.55818540433925,0.0798934753661786,0.201005025125628,1.15384615384615,0.25,0.36,0.00,0.00,0.08,0.16,0.08,0.35,0.31,0.17,0.03,0.07,0.47,0.14,15,0.15,0,0
23,16,108,27,760,484,29,39,58,20,18,0,35,3,16,29,39,15,44,20,0.191304347826087,-0.974358974358975,0.808678500986192,0.479360852197071,-0.100502512562812,-0.384615384615388,0.29,0.49,0.58,0.20,0.18,0.00,0.35,0.03,0.16,0.29,0.39,0.15,0.44,0.20,12,0.12,0,0
20,15,105,24,750,492,21,37,49,43,18,2,45,5,51,31,36,38,52,54,-0.330434782608695,-1.23076923076923,0.216962524654831,0.0798934753661786,0.402010050251257,-1.41025641025641,0.21,0.46,0.49,0.43,0.18,0.02,0.45,0.05,0.51,0.31,0.36,0.38,0.52,0.54,28,0.28,1,0
29,26,94,30,753,472,47,44,13,32,0,49,0,34,40,30,27,44,62,21,1.23478260869565,1.58974358974359,-1.95266272189349,0.878828229027963,0.251256281407034,1.15384615384615,0.47,0.55,0.13,0.32,0.00,0.49,0.00,0.34,0.40,0.30,0.27,0.44,0.62,0.21,23,0.23,1,0
25,18,108,30,778,480,49,45,20,25,35,1,0,24,36,30,27,38,45,9,0.539130434782609,-0.461538461538462,0.808678500986192,0.878828229027963,-1.00502512562814,0.128205128205125,0.49,0.56,0.20,0.25,0.35,0.01,0.00,0.24,0.36,0.30,0.27,0.38,0.45,0.09,19,0.19,1,0
18,15,106,26,735,475,36,39,11,29,49,0,60,44,39,51,39,0,45,0,-0.678260869565217,-1.23076923076923,0.414201183431952,0.346205059920107,1.15577889447236,0.769230769230764,0.36,0.49,0.11,0.29,0.49,0.00,0.60,0.44,0.39,0.51,0.39,0.00,0.45,0.00,16,0.16,1,0
24,25,100,21,802,488,16,29,11,50,9,42,0,31,18,46,0,12,11,5,0.365217391304348,1.33333333333333,-0.76923076923077,-0.319573901464714,-2.21105527638191,-0.897435897435901,0.16,0.36,0.11,0.50,0.09,0.42,0.00,0.31,0.18,0.46,0.00,0.12,0.11,0.05,13,0.13,0,0
14,19,103,15,750,478,30,27,0,12,0,6,33,9,0,0,0,0,44,0,-1.37391304347826,-0.205128205128205,-0.177514792899409,-1.1185086551265,0.402010050251257,0.384615384615376,0.30,0.34,0.00,0.12,0.00,0.06,0.33,0.09,0.00,0.00,0.00,0.00,0.44,0.00,13,0.13,0,0
19,21,96,17,760,485,40,29,0,26,0,23,0,0,0,26,7,28,34,0,-0.504347826086956,0.307692307692308,-1.55818540433925,-0.85219707057257,-0.100502512562812,-0.512820512820513,0.40,0.36,0.00,0.26,0.00,0.23,0.00,0.00,0.00,0.26,0.07,0.28,0.34,0.00,13,0.13,0,0
32,27,107,34,769,486,30,45,10,30,0,52,13,0,44,56,36,0,25,0,1.75652173913044,1.84615384615385,0.611439842209072,1.41145139813582,-0.552763819095479,-0.64102564102565,0.30,0.56,0.10,0.30,0.00,0.52,0.13,0.00,0.44,0.56,0.36,0.00,0.25,0.00,18,0.18,1,0
20,20,96,36,779,462,42,36,0,20,28,15,1,16,29,2,26,28,1,11,-0.330434782608695,0.0512820512820511,-1.55818540433925,1.67776298268975,-1.05527638190955,2.43589743589743,0.42,0.45,0.00,0.20,0.28,0.15,0.01,0.16,0.29,0.02,0.26,0.28,0.01,0.11,14,0.14,0,0
