Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Endurance,Long_Snapping,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,EnduranceZ,Long_SnappingZ,PeakCur,PeakCurZ,Ability,Draftable
20,17,79,0,840,538,42,21,2,0,0,0,1,-0.972644376899696,-1.16182572614108,-1.4050822122571,NaN,-1.27272727272728,-0.225563909774438,0.42,0.26,0.02,0.00,0.00,0.00,0.01,5,0.05,0,0
17,22,83,0,810,525,51,38,19,5,15,0,10,-1.27659574468085,-0.12448132780083,-0.807174887892377,NaN,0.090909090909089,0.751879699248118,0.51,0.48,0.19,0.05,0.15,0.00,0.10,16,0.16,1,0
42,20,97,0,802,511,27,42,22,4,0,24,17,1.25633232016211,-0.53941908713693,1.28550074738415,NaN,0.454545454545453,1.80451127819548,0.27,0.53,0.22,0.04,0.00,0.24,0.17,14,0.14,0,0
20,21,89,0,791,535,15,32,19,26,7,29,11,-0.972644376899696,-0.33195020746888,0.0896860986547077,NaN,0.95454545454545,0,0.15,0.40,0.19,0.26,0.07,0.29,0.11,7,0.07,0,0
28,25,93,0,839,550,16,17,0,0,18,26,9,-0.16210739614995,0.497925311203319,0.687593423019431,NaN,-1.22727272727273,-1.12781954887218,0.16,0.21,0.00,0.00,0.18,0.26,0.09,9,0.09,0,0
37,18,91,0,824,550,33,19,0,2,3,48,5,0.749746707193516,-0.954356846473029,0.388639760837069,NaN,-0.54545454545455,-1.12781954887218,0.33,0.24,0.00,0.02,0.03,0.48,0.05,10,0.10,0,0
38,18,92,0,780,506,41,54,61,58,0,51,18,0.851063829787234,-0.954356846473029,0.53811659192825,NaN,1.45454545454545,2.18045112781955,0.41,0.68,0.61,0.58,0.00,0.51,0.18,53,0.53,3,1
36,20,92,0,787,531,23,40,25,50,0,39,15,0.648429584599797,-0.53941908713693,0.53811659192825,NaN,1.13636363636363,0.300751879699248,0.23,0.50,0.25,0.50,0.00,0.39,0.15,10,0.10,0,0
29,22,90,0,840,510,16,36,57,0,18,35,2,-0.0607902735562312,-0.12448132780083,0.239162929745889,NaN,-1.27272727272728,1.8796992481203,0.16,0.45,0.57,0.00,0.18,0.35,0.02,39,0.39,2,0
32,29,78,0,756,550,13,35,0,61,37,0,20,0.243161094224924,1.32780082987552,-1.55455904334828,NaN,2.54545454545454,-1.12781954887218,0.13,0.44,0.00,0.61,0.37,0.00,0.20,25,0.25,1,0
24,17,87,0,783,520,39,46,59,61,0,12,17,-0.567375886524823,-1.16182572614108,-0.209267563527654,NaN,1.31818181818181,1.12781954887218,0.39,0.58,0.59,0.61,0.00,0.12,0.17,46,0.46,2,1
31,17,93,0,810,531,43,39,44,24,0,33,9,0.141843971631206,-1.16182572614108,0.687593423019431,NaN,0.090909090909089,0.300751879699248,0.43,0.49,0.44,0.24,0.00,0.33,0.09,11,0.11,0,0
48,23,99,0,818,539,21,31,11,5,0,61,4,1.86423505572442,0.0829875518672196,1.58445440956652,NaN,-0.272727272727275,-0.300751879699248,0.21,0.39,0.11,0.05,0.00,0.61,0.04,10,0.10,0,0
36,29,86,0,813,546,38,30,0,11,39,22,18,0.648429584599797,1.32780082987552,-0.358744394618835,NaN,-0.0454545454545526,-0.827067669172935,0.38,0.38,0.00,0.11,0.39,0.22,0.18,15,0.15,0,0
14,21,93,0,840,550,32,16,0,0,5,10,23,-1.58054711246201,-0.33195020746888,0.687593423019431,NaN,-1.27272727272728,-1.12781954887218,0.32,0.20,0.00,0.00,0.05,0.10,0.23,7,0.07,0,0
48,18,86,0,827,546,46,23,0,0,0,0,2,1.86423505572442,-0.954356846473029,-0.358744394618835,NaN,-0.681818181818183,-0.827067669172935,0.46,0.29,0.00,0.00,0.00,0.00,0.02,1,0.01,0,0
16,31,88,0,791,502,37,57,56,27,58,14,0,-1.37791286727457,1.74273858921162,-0.0597907324364732,NaN,0.95454545454545,2.4812030075188,0.37,0.71,0.56,0.27,0.58,0.14,0.00,64,0.64,3,1
30,23,102,0,790,531,25,43,29,24,0,42,0,0.0405268490374872,0.0829875518672196,2.03288490284006,NaN,0.999999999999995,0.300751879699248,0.25,0.54,0.29,0.24,0.00,0.42,0.00,39,0.39,2,0
38,25,92,0,793,535,28,40,13,24,28,37,0,0.851063829787234,0.497925311203319,0.53811659192825,NaN,0.863636363636361,0,0.28,0.50,0.13,0.24,0.28,0.37,0.00,26,0.26,1,0
39,29,89,0,800,517,41,51,38,18,34,25,15,0.952380952380952,1.32780082987552,0.0896860986547077,NaN,0.545454545454542,1.35338345864661,0.41,0.64,0.38,0.18,0.34,0.25,0.15,29,0.29,1,0
17,17,83,0,838,547,44,16,0,0,0,0,8,-1.27659574468085,-1.16182572614108,-0.807174887892377,NaN,-1.18181818181819,-0.902255639097745,0.44,0.20,0.00,0.00,0.00,0.00,0.08,6,0.06,0,0
14,28,92,0,785,531,4,39,31,33,47,2,18,-1.58054711246201,1.12033195020747,0.53811659192825,NaN,1.22727272727273,0.300751879699248,0.04,0.49,0.31,0.33,0.47,0.02,0.18,41,0.41,2,1
25,17,91,0,824,529,13,29,49,0,0,39,7,-0.466058763931105,-1.16182572614108,0.388639760837069,NaN,-0.54545454545455,0.451127819548869,0.13,0.36,0.49,0.00,0.00,0.39,0.07,6,0.06,0,0
24,17,78,0,840,550,38,24,0,0,0,0,61,-0.567375886524823,-1.16182572614108,-1.55455904334828,NaN,-1.27272727272728,-1.12781954887218,0.38,0.30,0.00,0.00,0.00,0.00,0.61,22,0.22,1,0
29,34,94,0,805,537,27,44,20,35,61,16,0,-0.0607902735562312,2.36514522821577,0.837070254110612,NaN,0.318181818181811,-0.150375939849628,0.27,0.55,0.20,0.35,0.61,0.16,0.00,26,0.26,1,0
46,22,96,0,787,534,41,44,0,38,9,44,14,1.66160081053698,-0.12448132780083,1.13602391629297,NaN,1.13636363636363,0.0751879699248104,0.41,0.55,0.00,0.38,0.09,0.44,0.14,33,0.33,2,0
19,21,95,0,790,525,13,39,47,51,6,49,0,-1.07396149949341,-0.33195020746888,0.986547085201793,NaN,0.999999999999995,0.751879699248118,0.13,0.49,0.47,0.51,0.06,0.49,0.00,35,0.35,2,0
42,17,81,0,840,550,45,26,0,0,0,0,0,1.25633232016211,-1.16182572614108,-1.10612855007474,NaN,-1.27272727272728,-1.12781954887218,0.45,0.33,0.00,0.00,0.00,0.00,0.00,1,0.01,0,0
48,30,99,0,817,539,25,37,0,0,35,36,0,1.86423505572442,1.53526970954357,1.58445440956652,NaN,-0.227272727272731,-0.300751879699248,0.25,0.46,0.00,0.00,0.35,0.36,0.00,13,0.13,0,0
15,17,97,0,797,526,30,37,32,13,0,36,0,-1.47922998986829,-1.16182572614108,1.28550074738415,NaN,0.681818181818179,0.676691729323307,0.30,0.46,0.32,0.13,0.00,0.36,0.00,12,0.12,0,0
40,25,99,0,800,542,13,30,0,1,10,23,0,1.05369807497467,0.497925311203319,1.58445440956652,NaN,0.545454545454542,-0.526315789473686,0.13,0.38,0.00,0.01,0.10,0.23,0.00,9,0.09,0,0
17,27,93,0,808,517,15,40,43,8,33,50,9,-1.27659574468085,0.912863070539419,0.687593423019431,NaN,0.181818181818178,1.35338345864661,0.15,0.50,0.43,0.08,0.33,0.50,0.09,25,0.25,1,0
13,25,87,0,800,543,24,28,0,18,34,0,0,-1.68186423505572,0.497925311203319,-0.209267563527654,NaN,0.545454545454542,-0.601503759398497,0.24,0.35,0.00,0.18,0.34,0.00,0.00,18,0.18,1,0
32,19,83,0,803,524,16,30,12,17,0,0,2,0.243161094224924,-0.746887966804979,-0.807174887892377,NaN,0.409090909090908,0.827067669172928,0.16,0.38,0.12,0.17,0.00,0.00,0.02,7,0.07,0,0
34,25,89,0,788,546,14,30,0,45,24,1,0,0.445795339412361,0.497925311203319,0.0896860986547077,NaN,1.09090909090909,-0.827067669172935,0.14,0.38,0.00,0.45,0.24,0.01,0.00,11,0.11,0,0
49,20,80,0,834,548,25,16,0,0,0,0,38,1.96555217831814,-0.53941908713693,-1.25560538116592,NaN,-1,-0.977443609022562,0.25,0.20,0.00,0.00,0.00,0.00,0.38,12,0.12,0,0
38,17,79,0,840,550,10,15,0,0,0,0,0,0.851063829787234,-1.16182572614108,-1.4050822122571,NaN,-1.27272727272728,-1.12781954887218,0.10,0.19,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0
25,25,81,0,800,549,24,24,0,13,16,0,12,-0.466058763931105,0.497925311203319,-1.10612855007474,NaN,0.545454545454542,-1.05263157894737,0.24,0.30,0.00,0.13,0.16,0.00,0.12,9,0.09,0,0
48,17,92,0,800,547,30,25,2,7,0,33,0,1.86423505572442,-1.16182572614108,0.53811659192825,NaN,0.545454545454542,-0.902255639097745,0.30,0.31,0.02,0.07,0.00,0.33,0.00,6,0.06,0,0
23,23,87,0,782,521,35,46,37,43,9,14,0,-0.668693009118541,0.0829875518672196,-0.209267563527654,NaN,1.36363636363636,1.05263157894737,0.35,0.58,0.37,0.43,0.09,0.14,0.00,30,0.30,1,0
33,30,90,0,832,547,8,19,0,0,16,16,3,0.344478216818642,1.53526970954357,0.239162929745889,NaN,-0.909090909090914,-0.902255639097745,0.08,0.24,0.00,0.00,0.16,0.16,0.03,9,0.09,0,0
25,19,81,0,840,531,30,24,17,0,10,10,0,-0.466058763931105,-0.746887966804979,-1.10612855007474,NaN,-1.27272727272728,0.300751879699248,0.30,0.30,0.17,0.00,0.10,0.10,0.00,8,0.08,0,0
36,17,82,0,840,550,37,23,0,0,0,0,25,0.648429584599797,-1.16182572614108,-0.956651718983558,NaN,-1.27272727272728,-1.12781954887218,0.37,0.29,0.00,0.00,0.00,0.00,0.25,9,0.09,0,0
25,21,92,0,806,531,38,38,24,3,3,22,10,-0.466058763931105,-0.33195020746888,0.53811659192825,NaN,0.272727272727267,0.300751879699248,0.38,0.48,0.24,0.03,0.03,0.22,0.10,14,0.14,0,0
34,19,81,0,799,529,14,30,18,12,0,0,10,0.445795339412361,-0.746887966804979,-1.10612855007474,NaN,0.590909090909086,0.451127819548869,0.14,0.38,0.18,0.12,0.00,0.00,0.10,6,0.06,0,0
31,25,93,0,788,521,40,51,37,46,20,21,19,0.141843971631206,0.497925311203319,0.687593423019431,NaN,1.09090909090909,1.05263157894737,0.40,0.64,0.37,0.46,0.20,0.21,0.19,24,0.24,1,0
39,25,83,0,783,515,41,52,37,42,19,0,0,0.952380952380952,0.497925311203319,-0.807174887892377,NaN,1.31818181818181,1.50375939849624,0.41,0.65,0.37,0.42,0.19,0.00,0.00,38,0.38,2,0
23,22,82,0,832,522,44,35,43,0,0,0,0,-0.668693009118541,-0.12448132780083,-0.956651718983558,NaN,-0.909090909090914,0.977443609022556,0.44,0.44,0.43,0.00,0.00,0.00,0.00,12,0.12,0,0
24,20,79,0,835,550,21,14,0,2,12,0,18,-0.567375886524823,-0.53941908713693,-1.4050822122571,NaN,-1.04545454545455,-1.12781954887218,0.21,0.18,0.00,0.02,0.12,0.00,0.18,4,0.04,0,0
37,17,79,0,838,550,35,15,0,0,0,0,57,0.749746707193516,-1.16182572614108,-1.4050822122571,NaN,-1.18181818181819,-1.12781954887218,0.35,0.19,0.00,0.00,0.00,0.00,0.57,16,0.16,1,0
21,37,99,0,795,538,27,45,1,40,44,47,0,-0.871327254305978,2.98755186721992,1.58445440956652,NaN,0.772727272727268,-0.225563909774438,0.27,0.56,0.01,0.40,0.44,0.47,0.00,30,0.30,1,0
15,26,97,0,788,515,14,47,42,38,27,55,8,-1.47922998986829,0.705394190871369,1.28550074738415,NaN,1.09090909090909,1.50375939849624,0.14,0.59,0.42,0.38,0.27,0.55,0.08,16,0.16,1,0
28,22,90,0,816,550,54,29,0,13,14,17,19,-0.16210739614995,-0.12448132780083,0.239162929745889,NaN,-0.181818181818186,-1.12781954887218,0.54,0.36,0.00,0.13,0.14,0.17,0.19,12,0.12,0,0
30,21,90,0,779,531,46,49,30,58,20,51,11,0.0405268490374872,-0.33195020746888,0.239162929745889,NaN,1.5,0.300751879699248,0.46,0.61,0.30,0.58,0.20,0.51,0.11,41,0.41,2,1
13,17,84,0,840,550,22,19,0,0,0,0,60,-1.68186423505572,-1.16182572614108,-0.657698056801197,NaN,-1.27272727272728,-1.12781954887218,0.22,0.24,0.00,0.00,0.00,0.00,0.60,18,0.18,1,0
24,24,89,0,805,541,26,30,6,21,2,7,0,-0.567375886524823,0.290456431535269,0.0896860986547077,NaN,0.318181818181811,-0.451127819548876,0.26,0.38,0.06,0.21,0.02,0.07,0.00,8,0.08,0,0
35,17,79,0,840,542,7,11,8,0,0,0,20,0.547112462006079,-1.16182572614108,-1.4050822122571,NaN,-1.27272727272728,-0.526315789473686,0.07,0.14,0.08,0.00,0.00,0.00,0.20,1,0.01,0,0
24,25,82,0,796,531,13,35,16,32,20,0,0,-0.567375886524823,0.497925311203319,-0.956651718983558,NaN,0.727272727272724,0.300751879699248,0.13,0.44,0.16,0.32,0.20,0.00,0.00,32,0.32,2,0
35,26,84,0,834,538,23,25,11,0,38,0,0,0.547112462006079,0.705394190871369,-0.657698056801197,NaN,-1,-0.225563909774438,0.23,0.31,0.11,0.00,0.38,0.00,0.00,13,0.13,0,0
34,19,82,0,790,524,32,40,40,34,0,0,0,0.445795339412361,-0.746887966804979,-0.956651718983558,NaN,0.999999999999995,0.827067669172928,0.32,0.50,0.40,0.34,0.00,0.00,0.00,26,0.26,1,0
40,22,90,0,774,529,12,44,43,49,7,43,0,1.05369807497467,-0.12448132780083,0.239162929745889,NaN,1.72727272727272,0.451127819548869,0.12,0.55,0.43,0.49,0.07,0.43,0.00,42,0.42,2,1
38,17,83,0,840,550,34,23,0,0,0,0,29,0.851063829787234,-1.16182572614108,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.34,0.29,0.00,0.00,0.00,0.00,0.29,11,0.11,0,0
19,24,90,0,812,520,43,46,47,30,19,8,3,-1.07396149949341,0.290456431535269,0.239162929745889,NaN,0,1.12781954887218,0.43,0.58,0.47,0.30,0.19,0.08,0.03,22,0.22,1,0
19,21,91,0,822,532,40,30,1,0,0,25,6,-1.07396149949341,-0.33195020746888,0.388639760837069,NaN,-0.454545454545461,0.225563909774431,0.40,0.38,0.01,0.00,0.00,0.25,0.06,6,0.06,0,0
24,27,82,0,826,530,16,30,9,0,39,0,0,-0.567375886524823,0.912863070539419,-0.956651718983558,NaN,-0.636363636363639,0.375939849624059,0.16,0.38,0.09,0.00,0.39,0.00,0.00,14,0.14,0,0
40,23,78,0,832,550,19,16,0,0,14,0,1,1.05369807497467,0.0829875518672196,-1.55455904334828,NaN,-0.909090909090914,-1.12781954887218,0.19,0.20,0.00,0.00,0.14,0.00,0.01,5,0.05,0,0
47,30,98,0,830,521,7,38,32,0,42,9,0,1.7629179331307,1.53526970954357,1.43497757847534,NaN,-0.818181818181825,1.05263157894737,0.07,0.48,0.32,0.00,0.42,0.09,0.00,20,0.20,1,0
28,17,93,0,840,524,10,23,26,0,0,7,0,-0.16210739614995,-1.16182572614108,0.687593423019431,NaN,-1.27272727272728,0.827067669172928,0.10,0.29,0.26,0.00,0.00,0.07,0.00,6,0.06,0,0
47,34,106,0,809,508,12,51,34,2,54,71,11,1.7629179331307,2.36514522821577,2.63079222720478,NaN,0.136363636363633,2.03007518796992,0.12,0.64,0.34,0.02,0.54,0.71,0.11,45,0.45,2,1
49,25,101,0,833,542,18,29,20,0,13,60,4,1.96555217831814,0.497925311203319,1.88340807174888,NaN,-0.954545454545458,-0.526315789473686,0.18,0.36,0.20,0.00,0.13,0.60,0.04,12,0.12,0,0
24,17,83,0,840,550,34,23,0,0,0,0,60,-0.567375886524823,-1.16182572614108,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.34,0.29,0.00,0.00,0.00,0.00,0.60,16,0.16,1,0
28,17,78,0,840,550,16,17,0,0,0,0,31,-0.16210739614995,-1.16182572614108,-1.55455904334828,NaN,-1.27272727272728,-1.12781954887218,0.16,0.21,0.00,0.00,0.00,0.00,0.31,9,0.09,0,0
35,27,98,0,837,513,11,38,57,0,40,47,19,0.547112462006079,0.912863070539419,1.43497757847534,NaN,-1.13636363636364,1.65413533834586,0.11,0.48,0.57,0.00,0.40,0.47,0.19,23,0.23,1,0
31,19,87,0,776,533,43,40,15,39,0,14,0,0.141843971631206,-0.746887966804979,-0.209267563527654,NaN,1.63636363636363,0.150375939849621,0.43,0.50,0.15,0.39,0.00,0.14,0.00,8,0.08,0,0
41,23,85,0,840,510,24,37,69,0,12,0,0,1.15501519756839,0.0829875518672196,-0.508221225710016,NaN,-1.27272727272728,1.8796992481203,0.24,0.46,0.69,0.00,0.12,0.00,0.00,8,0.08,0,0
20,17,94,0,800,550,32,23,0,21,0,30,11,-0.972644376899696,-1.16182572614108,0.837070254110612,NaN,0.545454545454542,-1.12781954887218,0.32,0.29,0.00,0.21,0.00,0.30,0.11,6,0.06,0,0
32,18,81,0,840,547,13,10,0,0,0,0,0,0.243161094224924,-0.954356846473029,-1.10612855007474,NaN,-1.27272727272728,-0.902255639097745,0.13,0.13,0.00,0.00,0.00,0.00,0.00,1,0.01,0,0
17,19,94,0,840,544,31,18,0,0,0,48,0,-1.27659574468085,-0.746887966804979,0.837070254110612,NaN,-1.27272727272728,-0.676691729323314,0.31,0.23,0.00,0.00,0.00,0.48,0.00,6,0.06,0,0
46,29,86,0,798,523,37,47,30,25,40,0,0,1.66160081053698,1.32780082987552,-0.358744394618835,NaN,0.636363636363631,0.902255639097738,0.37,0.59,0.30,0.25,0.40,0.00,0.00,28,0.28,1,0
21,17,83,0,840,550,50,28,0,0,0,0,0,-0.871327254305978,-1.16182572614108,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.50,0.35,0.00,0.00,0.00,0.00,0.00,2,0.02,0,0
15,28,92,0,780,539,30,40,0,51,41,44,16,-1.47922998986829,1.12033195020747,0.53811659192825,NaN,1.45454545454545,-0.300751879699248,0.30,0.50,0.00,0.51,0.41,0.44,0.16,24,0.24,1,0
33,18,84,0,833,547,22,15,0,0,0,0,5,0.344478216818642,-0.954356846473029,-0.657698056801197,NaN,-0.954545454545458,-0.902255639097745,0.22,0.19,0.00,0.00,0.00,0.00,0.05,2,0.02,0,0
24,17,98,0,804,545,22,23,2,17,0,31,6,-0.567375886524823,-1.16182572614108,1.43497757847534,NaN,0.363636363636364,-0.751879699248124,0.22,0.29,0.02,0.17,0.00,0.31,0.06,7,0.07,0,0
34,19,82,0,827,547,22,15,0,0,0,0,35,0.445795339412361,-0.746887966804979,-0.956651718983558,NaN,-0.681818181818183,-0.902255639097745,0.22,0.19,0.00,0.00,0.00,0.00,0.35,11,0.11,0,0
17,25,88,0,796,543,21,30,0,23,29,23,1,-1.27659574468085,0.497925311203319,-0.0597907324364732,NaN,0.727272727272724,-0.601503759398497,0.21,0.38,0.00,0.23,0.29,0.23,0.01,15,0.15,0,0
40,27,90,0,808,534,38,44,39,34,18,55,10,1.05369807497467,0.912863070539419,0.239162929745889,NaN,0.181818181818178,0.0751879699248104,0.38,0.55,0.39,0.34,0.18,0.55,0.10,16,0.16,1,0
37,17,82,0,840,550,21,19,0,0,0,0,11,0.749746707193516,-1.16182572614108,-0.956651718983558,NaN,-1.27272727272728,-1.12781954887218,0.21,0.24,0.00,0.00,0.00,0.00,0.11,4,0.04,0,0
37,18,81,0,826,543,24,18,0,0,0,0,0,0.749746707193516,-0.954356846473029,-1.10612855007474,NaN,-0.636363636363639,-0.601503759398497,0.24,0.23,0.00,0.00,0.00,0.00,0.00,1,0.01,0,0
39,19,86,0,830,547,9,14,0,0,0,0,71,0.952380952380952,-0.746887966804979,-0.358744394618835,NaN,-0.818181818181825,-0.902255639097745,0.09,0.18,0.00,0.00,0.00,0.00,0.71,20,0.20,1,0
24,27,90,0,790,550,42,36,0,28,39,12,0,-0.567375886524823,0.912863070539419,0.239162929745889,NaN,0.999999999999995,-1.12781954887218,0.42,0.45,0.00,0.28,0.39,0.12,0.00,19,0.19,1,0
24,25,92,0,840,538,43,30,17,0,15,6,1,-0.567375886524823,0.497925311203319,0.53811659192825,NaN,-1.27272727272728,-0.225563909774438,0.43,0.38,0.17,0.00,0.15,0.06,0.01,12,0.12,0,0
32,17,88,0,840,550,21,11,0,0,0,28,11,0.243161094224924,-1.16182572614108,-0.0597907324364732,NaN,-1.27272727272728,-1.12781954887218,0.21,0.14,0.00,0.00,0.00,0.28,0.11,1,0.01,0,0
13,25,99,0,778,510,33,59,71,71,52,71,12,-1.68186423505572,0.497925311203319,1.58445440956652,NaN,1.54545454545454,1.8796992481203,0.33,0.74,0.71,0.71,0.52,0.71,0.12,89,0.89,5,1
32,25,90,0,794,526,47,46,30,12,24,11,0,0.243161094224924,0.497925311203319,0.239162929745889,NaN,0.818181818181813,0.676691729323307,0.47,0.58,0.30,0.12,0.24,0.11,0.00,48,0.48,2,1
18,22,92,0,802,524,11,33,38,0,10,28,0,-1.17527862208713,-0.12448132780083,0.53811659192825,NaN,0.454545454545453,0.827067669172928,0.11,0.41,0.38,0.00,0.10,0.28,0.00,19,0.19,1,0
24,18,84,0,828,548,19,14,0,0,0,0,71,-0.567375886524823,-0.954356846473029,-0.657698056801197,NaN,-0.727272727272728,-0.977443609022562,0.19,0.18,0.00,0.00,0.00,0.00,0.71,22,0.22,1,0
16,18,87,0,832,547,15,11,0,0,0,0,10,-1.37791286727457,-0.954356846473029,-0.209267563527654,NaN,-0.909090909090914,-0.902255639097745,0.15,0.14,0.00,0.00,0.00,0.00,0.10,5,0.05,0,0
35,24,91,0,816,507,20,44,71,15,9,35,12,0.547112462006079,0.290456431535269,0.388639760837069,NaN,-0.181818181818186,2.10526315789473,0.20,0.55,0.71,0.15,0.09,0.35,0.12,28,0.28,1,0
36,26,93,0,827,531,10,30,13,0,34,22,0,0.648429584599797,0.705394190871369,0.687593423019431,NaN,-0.681818181818183,0.300751879699248,0.10,0.38,0.13,0.00,0.34,0.22,0.00,17,0.17,1,0
36,25,81,0,781,531,42,46,62,45,13,1,22,0.648429584599797,0.497925311203319,-1.10612855007474,NaN,1.40909090909091,0.300751879699248,0.42,0.58,0.62,0.45,0.13,0.01,0.22,19,0.19,1,0
25,27,91,0,781,524,17,46,48,33,33,39,0,-0.466058763931105,0.912863070539419,0.388639760837069,NaN,1.40909090909091,0.827067669172928,0.17,0.58,0.48,0.33,0.33,0.39,0.00,60,0.60,3,1
36,22,88,0,795,543,27,32,17,27,21,27,8,0.648429584599797,-0.12448132780083,-0.0597907324364732,NaN,0.772727272727268,-0.601503759398497,0.27,0.40,0.17,0.27,0.21,0.27,0.08,10,0.10,0,0
42,18,99,0,792,533,21,38,24,70,0,71,18,1.25633232016211,-0.954356846473029,1.58445440956652,NaN,0.909090909090906,0.150375939849621,0.21,0.48,0.24,0.70,0.00,0.71,0.18,14,0.14,0,0
42,25,96,0,840,526,10,33,50,0,21,57,6,1.25633232016211,0.497925311203319,1.13602391629297,NaN,-1.27272727272728,0.676691729323307,0.10,0.41,0.50,0.00,0.21,0.57,0.06,14,0.14,0,0
41,27,91,0,820,514,13,40,48,7,35,13,7,1.15501519756839,0.912863070539419,0.388639760837069,NaN,-0.363636363636364,1.57894736842105,0.13,0.50,0.48,0.07,0.35,0.13,0.07,24,0.24,1,0
34,25,83,0,822,549,35,23,0,0,24,0,0,0.445795339412361,0.497925311203319,-0.807174887892377,NaN,-0.454545454545461,-1.05263157894737,0.35,0.29,0.00,0.00,0.24,0.00,0.00,8,0.08,0,0
20,17,87,0,822,549,23,15,0,16,0,18,0,-0.972644376899696,-1.16182572614108,-0.209267563527654,NaN,-0.454545454545461,-1.05263157894737,0.23,0.19,0.00,0.16,0.00,0.18,0.00,2,0.02,0,0
15,19,93,0,800,550,33,24,0,33,13,14,0,-1.47922998986829,-0.746887966804979,0.687593423019431,NaN,0.545454545454542,-1.12781954887218,0.33,0.30,0.00,0.33,0.13,0.14,0.00,10,0.10,0,0
36,17,89,0,837,537,37,23,7,0,0,21,1,0.648429584599797,-1.16182572614108,0.0896860986547077,NaN,-1.13636363636364,-0.150375939849628,0.37,0.29,0.07,0.00,0.00,0.21,0.01,6,0.06,0,0
23,17,99,0,782,524,39,45,13,55,0,38,0,-0.668693009118541,-1.16182572614108,1.58445440956652,NaN,1.36363636363636,0.827067669172928,0.39,0.56,0.13,0.55,0.00,0.38,0.00,23,0.23,1,0
13,17,79,0,826,531,35,23,7,7,0,0,0,-1.68186423505572,-1.16182572614108,-1.4050822122571,NaN,-0.636363636363639,0.300751879699248,0.35,0.29,0.07,0.07,0.00,0.00,0.00,6,0.06,0,0
24,26,95,0,800,539,14,36,8,43,39,67,0,-0.567375886524823,0.705394190871369,0.986547085201793,NaN,0.545454545454542,-0.300751879699248,0.14,0.45,0.08,0.43,0.39,0.67,0.00,17,0.17,1,0
40,17,79,0,840,550,41,24,0,0,0,0,1,1.05369807497467,-1.16182572614108,-1.4050822122571,NaN,-1.27272727272728,-1.12781954887218,0.41,0.30,0.00,0.00,0.00,0.00,0.01,3,0.03,0,0
48,20,83,0,774,544,12,28,0,39,0,1,20,1.86423505572442,-0.53941908713693,-0.807174887892377,NaN,1.72727272727272,-0.676691729323314,0.12,0.35,0.00,0.39,0.00,0.01,0.20,2,0.02,0,0
42,29,87,0,800,504,33,51,52,16,35,0,17,1.25633232016211,1.32780082987552,-0.209267563527654,NaN,0.545454545454542,2.33082706766917,0.33,0.64,0.52,0.16,0.35,0.00,0.17,30,0.30,1,0
36,31,83,0,808,524,43,46,29,7,51,0,0,0.648429584599797,1.74273858921162,-0.807174887892377,NaN,0.181818181818178,0.827067669172928,0.43,0.58,0.29,0.07,0.51,0.00,0.00,29,0.29,1,0
34,17,92,0,822,526,39,36,37,8,0,40,6,0.445795339412361,-1.16182572614108,0.53811659192825,NaN,-0.454545454545461,0.676691729323307,0.39,0.45,0.37,0.08,0.00,0.40,0.06,20,0.20,1,0
17,17,83,0,840,550,42,25,0,0,0,0,8,-1.27659574468085,-1.16182572614108,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.42,0.31,0.00,0.00,0.00,0.00,0.08,4,0.04,0,0
24,20,104,0,784,547,36,31,0,19,0,53,0,-0.567375886524823,-0.53941908713693,2.33183856502242,NaN,1.27272727272727,-0.902255639097745,0.36,0.39,0.00,0.19,0.00,0.53,0.00,9,0.09,0,0
30,28,100,0,800,539,34,43,37,33,33,34,12,0.0405268490374872,1.12033195020747,1.7339312406577,NaN,0.545454545454542,-0.300751879699248,0.34,0.54,0.37,0.33,0.33,0.34,0.12,19,0.19,1,0
15,17,81,0,840,550,30,22,0,0,0,0,34,-1.47922998986829,-1.16182572614108,-1.10612855007474,NaN,-1.27272727272728,-1.12781954887218,0.30,0.28,0.00,0.00,0.00,0.00,0.34,9,0.09,0,0
26,22,88,0,840,530,20,25,23,0,16,0,9,-0.364741641337386,-0.12448132780083,-0.0597907324364732,NaN,-1.27272727272728,0.375939849624059,0.20,0.31,0.23,0.00,0.16,0.00,0.09,7,0.07,0,0
28,28,94,0,807,546,8,28,0,41,45,32,6,-0.16210739614995,1.12033195020747,0.837070254110612,NaN,0.227272727272722,-0.827067669172935,0.08,0.35,0.00,0.41,0.45,0.32,0.06,14,0.14,0,0
30,17,88,0,820,528,30,30,31,5,0,16,23,0.0405268490374872,-1.16182572614108,-0.0597907324364732,NaN,-0.363636363636364,0.52631578947368,0.30,0.38,0.31,0.05,0.00,0.16,0.23,9,0.09,0,0
